COMMUNICATIONS_AND_IT_EXPENSE,CUSTOMER_ID,END_DATE,INTEREST_EXPENSE,INTEREST_INCOME,LAST_CUSTOMER_REPLIED_TO_OFFER_INDICATOR,LAST_CUSTOMER_REPLY_TIME,LAST_PRODUCT_OFFER_CAMPAIGN,LAST_PRODUCT_OFFER_DATE,PRODUCT_ID,PRODUCT_OFFERED_INDICATOR,PRODUCT_OWNED_INDICATOR,SENTIMENT_SCORE,START_DATE,STATUS2,STATUS_DATE2,STATUS_REASON
53.68592941,1499,31/03/2018,263.8587388,667.2833982,TRUE,91,A Loan With A View,12/03/2016,RetirementBrokerage,TRUE,TRUE,4,01/03/2018,Active,12/03/2018,Active Client
468.6371261,1499,31/03/2018,745.5011238,862.241647,TRUE,135,A Loan With A View,12/03/2016,RetirementPlan,TRUE,TRUE,2,01/03/2018,Active,12/03/2018,Active Client
325.9997422,1500,31/01/2018,669.3977562,909.5429391,TRUE,16,More Generous Investing,02/01/2018,RetirementBrokerage,TRUE,TRUE,1,01/01/2018,Active,02/01/2018,Active Client
94.70323764,1500,31/01/2018,577.8496554,33.54224678,TRUE,128,The Best Things in Life Are Not Fees,02/01/2018,RetirementPlan,TRUE,TRUE,0,01/01/2018,Active,02/01/2018,Active Client
182.6942194,1500,31/01/2018,988.603221,579.1535035,TRUE,148,,31/05/2018,ManagedPortfolio,TRUE,FALSE,0,01/01/2018,Inactive,02/01/2018,Inactive Client
865.8639633,1500,31/01/2018,785.5129127,393.4550681,TRUE,60,More Generous Investing,02/01/2018,RetirementBasic,TRUE,TRUE,1,01/01/2018,Active,02/01/2018,Active Client
622.1247747,1501,30/11/2017,529.8873197,401.4416398,FALSE,0,,18/09/2018,Cash,TRUE,FALSE,4,01/11/2017,Inactive,29/11/2017,Inactive Client
702.8402542,1501,30/11/2017,2.273648006,112.2151743,TRUE,118,,28/07/2018,Brokerage,TRUE,FALSE,1,01/11/2017,Inactive,29/11/2017,Inactive Client
44.24771071,1501,30/11/2017,563.4489817,471.3586529,TRUE,122,,30/06/2018,Savings,TRUE,FALSE,1,01/11/2017,Inactive,29/11/2017,Inactive Client
936.360489,1501,30/11/2017,450.2809109,467.574335,FALSE,0,,09/05/2018,Education,TRUE,FALSE,4,01/11/2017,Inactive,29/11/2017,Inactive Client
974.9067746,1501,30/11/2017,863.2639611,813.6434801,FALSE,0,,24/02/2018,FinancialPlan,TRUE,FALSE,4,01/11/2017,Inactive,29/11/2017,Inactive Client
510.7541013,1501,30/11/2017,680.5055548,820.5349276,TRUE,65,A Loan With A View,29/11/2017,RetirementBrokerage,TRUE,TRUE,0,01/11/2017,Active,29/11/2017,Active Client
579.0031043,1501,30/11/2017,414.0815338,679.0885431,TRUE,37,Now Prove It,29/11/2017,RetirementPlan,TRUE,TRUE,3,01/11/2017,Active,29/11/2017,Active Client
299.9021508,1501,30/11/2017,793.318368,716.1346223,TRUE,53,Now Prove It,29/11/2017,RetirementBasic,TRUE,TRUE,4,01/11/2017,Active,29/11/2017,Active Client
833.2170749,1502,31/08/2017,789.1254039,25.1085571,TRUE,102,,10/09/2018,Cash,TRUE,FALSE,4,01/08/2017,Inactive,28/08/2017,Inactive Client
752.5342648,1502,31/08/2017,41.52997498,346.001691,TRUE,96,Wealth Comes in Many Forms,28/08/2017,Brokerage,TRUE,TRUE,4,01/08/2017,Active,28/08/2017,Active Client
360.4894147,1502,31/08/2017,703.4166472,649.1579036,TRUE,47,Now Prove It,28/08/2017,Savings,TRUE,TRUE,2,01/08/2017,Active,28/08/2017,Active Client
940.8902033,1502,31/08/2017,596.2578629,62.56039382,TRUE,134,,20/09/2018,Education,TRUE,FALSE,2,01/08/2017,Inactive,28/08/2017,Inactive Client
965.9453377,1502,31/08/2017,710.4663042,235.6022169,TRUE,96,A Loan With A View,28/08/2017,FinancialPlan,TRUE,TRUE,2,01/08/2017,Active,28/08/2017,Active Client
824.3470749,1503,31/01/2018,557.2869957,468.7853888,TRUE,25,Now Prove It,17/01/2018,FinancialPlan,TRUE,TRUE,0,01/01/2018,Active,17/01/2018,Active Client
268.2332527,1503,31/01/2018,849.1487923,813.4217268,TRUE,21,More Generous Investing,17/01/2018,RetirementBrokerage,TRUE,TRUE,5,01/01/2018,Active,17/01/2018,Active Client
239.7654484,1503,31/01/2018,971.766893,462.6502933,TRUE,45,Wealth Comes in Many Forms,17/01/2018,RetirementPlan,TRUE,TRUE,0,01/01/2018,Active,17/01/2018,Active Client
735.9484746,1503,31/01/2018,503.5910381,449.0989587,FALSE,0,,18/03/2018,ManagedPortfolio,TRUE,FALSE,4,01/01/2018,Inactive,17/01/2018,Inactive Client
549.5557117,1504,31/01/2018,305.1571279,564.3042914,TRUE,57,Now Prove It,03/01/2018,RetirementBrokerage,TRUE,TRUE,2,01/01/2018,Active,03/01/2018,Active Client
344.6714684,1504,31/01/2018,112.9663996,401.1672833,TRUE,74,More Generous Investing,03/01/2018,RetirementPlan,TRUE,TRUE,3,01/01/2018,Active,03/01/2018,Active Client
862.3836509,1504,31/01/2018,984.9613234,777.0939581,TRUE,141,,06/05/2018,ManagedPortfolio,TRUE,FALSE,1,01/01/2018,Inactive,03/01/2018,Inactive Client
867.7059882,1504,31/01/2018,768.1293863,731.4380507,TRUE,5,More Generous Investing,03/01/2018,RetirementBasic,TRUE,TRUE,2,01/01/2018,Active,03/01/2018,Active Client
286.4693182,1505,30/11/2017,513.7162759,657.0575951,TRUE,99,Now Prove It,01/11/2017,FinancialPlan,TRUE,TRUE,2,01/10/2017,Active,01/11/2017,Active Client
694.7713731,1505,30/11/2017,604.8155544,431.7907234,FALSE,0,,04/12/2017,RetirementBrokerage,TRUE,FALSE,0,01/10/2017,Inactive,01/11/2017,Inactive Client
705.0644403,1505,30/11/2017,659.2118651,694.1256363,TRUE,5,More Generous Investing,01/11/2017,RetirementPlan,TRUE,TRUE,1,01/10/2017,Active,01/11/2017,Active Client
451.2402631,1505,30/11/2017,847.0920529,317.3269707,TRUE,141,The Best Things in Life Are Not Fees,01/11/2017,ManagedPortfolio,TRUE,TRUE,2,01/10/2017,Active,01/11/2017,Active Client
524.3604148,1506,31/08/2017,114.6519431,591.1257113,TRUE,122,Now Prove It,03/08/2017,FinancialPlan,TRUE,TRUE,5,01/08/2017,Active,03/08/2017,Active Client
711.6747851,1506,31/08/2017,43.89304651,173.7963463,TRUE,90,The Best Things in Life Are Not Fees,03/08/2017,RetirementBrokerage,TRUE,TRUE,2,01/08/2017,Active,03/08/2017,Active Client
469.9515414,1506,31/08/2017,466.9596925,311.5060053,TRUE,82,More Generous Investing,03/08/2017,RetirementPlan,TRUE,TRUE,2,01/08/2017,Active,03/08/2017,Active Client
513.7904069,1506,31/08/2017,88.70218855,988.9867091,FALSE,0,,22/04/2018,ManagedPortfolio,TRUE,FALSE,4,01/08/2017,Inactive,03/08/2017,Inactive Client
191.9769094,1506,31/08/2017,943.410549,431.4753832,FALSE,0,,18/10/2017,RetirementBasic,TRUE,FALSE,5,01/08/2017,Inactive,03/08/2017,Inactive Client
961.75965,1507,31/12/2016,582.2369475,938.8903198,TRUE,53,Now Prove It,23/12/2016,RetirementBrokerage,TRUE,TRUE,0,01/12/2016,Active,23/12/2016,Active Client
279.1770317,1507,31/12/2016,597.445882,902.0290533,TRUE,136,The Best Things in Life Are Not Fees,23/12/2016,RetirementPlan,TRUE,TRUE,3,01/12/2016,Active,23/12/2016,Active Client
459.6453383,1507,31/12/2016,81.97646704,737.0888875,TRUE,19,More Generous Investing,23/12/2016,RetirementBasic,TRUE,TRUE,1,01/12/2016,Active,23/12/2016,Active Client
198.593474,1508,28/02/2018,796.0599515,535.0291076,TRUE,31,Now Prove It,03/02/2018,RetirementBrokerage,TRUE,TRUE,0,01/02/2018,Active,03/02/2018,Active Client
833.9625207,1509,31/07/2016,917.5643168,873.5419486,TRUE,48,More Generous Investing,20/07/2016,Cash,TRUE,TRUE,5,01/07/2016,Active,20/07/2016,Active Client
919.6696505,1509,31/07/2016,197.1955288,89.93165132,TRUE,141,A Loan With A View,20/07/2016,Brokerage,TRUE,TRUE,4,01/07/2016,Active,20/07/2016,Active Client
747.4177939,1509,31/07/2016,584.8650345,750.250927,FALSE,0,,03/04/2018,Savings,TRUE,FALSE,1,01/07/2016,Inactive,20/07/2016,Inactive Client
629.8087202,1510,30/09/2018,207.6197432,660.8211671,TRUE,2,More Generous Investing,05/09/2018,RetirementBrokerage,TRUE,TRUE,0,01/09/2018,Active,05/09/2018,Active Client
59.19557168,1510,30/09/2018,173.6706314,902.5943494,TRUE,147,The Best Things in Life Are Not Fees,05/09/2018,RetirementPlan,TRUE,TRUE,2,01/09/2018,Active,05/09/2018,Active Client
985.4515254,1510,30/09/2018,430.6123261,241.4875365,TRUE,19,Now Prove It,05/09/2018,RetirementBasic,TRUE,TRUE,5,01/09/2018,Active,05/09/2018,Active Client
40.26674522,1511,29/02/2016,806.9259317,144.5479091,TRUE,138,Now Prove It,31/01/2016,Savings,TRUE,TRUE,4,01/01/2016,Active,31/01/2016,Active Client
89.23214999,1511,29/02/2016,404.99584,543.5167574,FALSE,0,,01/04/2018,Education,TRUE,FALSE,1,01/01/2016,Inactive,31/01/2016,Inactive Client
453.1417001,1511,29/02/2016,68.95239413,936.2497449,TRUE,35,More Generous Investing,31/01/2016,RetirementBasic,TRUE,TRUE,3,01/01/2016,Active,31/01/2016,Active Client
451.1234593,1512,30/04/2016,790.2680147,842.2266995,FALSE,0,,29/11/2017,Cash,TRUE,FALSE,1,01/04/2016,Inactive,28/04/2016,Inactive Client
777.2170723,1512,30/04/2016,817.430079,851.9496209,TRUE,128,A Loan With A View,28/04/2016,Brokerage,TRUE,TRUE,1,01/04/2016,Active,28/04/2016,Active Client
132.2720125,1512,30/04/2016,508.9855479,992.3814944,TRUE,78,More Generous Investing,28/04/2016,Savings,TRUE,TRUE,4,01/04/2016,Active,28/04/2016,Active Client
859.1891927,1512,30/04/2016,883.1258337,709.8848169,TRUE,47,Now Prove It,28/04/2016,FinancialPlan,TRUE,TRUE,0,01/04/2016,Active,28/04/2016,Active Client
801.8898558,1512,30/04/2016,9.013696683,840.2781799,TRUE,147,,07/07/2016,RetirementBrokerage,TRUE,FALSE,2,01/04/2016,Inactive,28/04/2016,Inactive Client
59.92714539,1512,30/04/2016,162.4928434,491.9437517,FALSE,0,,22/10/2016,RetirementPlan,TRUE,FALSE,1,01/04/2016,Inactive,28/04/2016,Inactive Client
931.9187058,1512,30/04/2016,28.24871272,427.5954355,FALSE,0,,11/03/2017,ManagedPortfolio,TRUE,FALSE,0,01/04/2016,Inactive,28/04/2016,Inactive Client
408.3372667,1512,30/04/2016,488.7957823,901.348032,FALSE,0,,26/10/2017,RetirementBasic,TRUE,FALSE,0,01/04/2016,Inactive,28/04/2016,Inactive Client
938.5613002,1513,30/06/2017,490.5052402,155.7759401,TRUE,45,More Generous Investing,12/06/2017,FinancialPlan,TRUE,TRUE,3,01/06/2017,Active,12/06/2017,Active Client
84.71231776,1513,30/06/2017,341.9618371,641.9394772,TRUE,51,Now Prove It,12/06/2017,RetirementPlan,TRUE,TRUE,4,01/06/2017,Active,12/06/2017,Active Client
110.4021057,1513,30/06/2017,327.4270742,435.067161,FALSE,0,,11/10/2017,ManagedPortfolio,TRUE,FALSE,4,01/06/2017,Inactive,12/06/2017,Inactive Client
332.0111101,1513,30/06/2017,343.5299351,170.8816322,TRUE,138,,14/08/2017,RetirementBasic,TRUE,FALSE,5,01/06/2017,Inactive,12/06/2017,Inactive Client
34.17551866,1514,28/02/2018,434.2840807,437.6128644,TRUE,114,Now Prove It,07/02/2018,Brokerage,TRUE,TRUE,0,01/02/2018,Active,07/02/2018,Active Client
543.4832181,1514,28/02/2018,453.993973,272.7081405,TRUE,36,More Generous Investing,07/02/2018,Savings,TRUE,TRUE,2,01/02/2018,Active,07/02/2018,Active Client
501.1552656,1514,28/02/2018,970.7400761,0.537483278,TRUE,130,,06/03/2018,Education,TRUE,FALSE,3,01/02/2018,Inactive,07/02/2018,Inactive Client
388.208208,1514,28/02/2018,579.828985,211.4472427,TRUE,95,Wealth Comes in Many Forms,07/02/2018,FinancialPlan,TRUE,TRUE,3,01/02/2018,Active,07/02/2018,Active Client
676.4097455,1514,28/02/2018,719.0431748,590.3425346,FALSE,0,,28/03/2018,RetirementBrokerage,TRUE,FALSE,1,01/02/2018,Inactive,07/02/2018,Inactive Client
211.393111,1515,31/05/2016,116.1492038,790.9170058,TRUE,14,More Generous Investing,21/05/2016,RetirementBrokerage,TRUE,TRUE,4,01/05/2016,Active,21/05/2016,Active Client
829.2359836,1515,31/05/2016,119.7281387,54.37698811,TRUE,52,Wealth Comes in Many Forms,21/05/2016,RetirementPlan,TRUE,TRUE,4,01/05/2016,Active,21/05/2016,Active Client
49.69713321,1515,31/05/2016,586.8492208,968.5886896,FALSE,0,,28/06/2017,ManagedPortfolio,TRUE,FALSE,0,01/05/2016,Inactive,21/05/2016,Inactive Client
263.4339082,1515,31/05/2016,759.1739402,161.4067269,TRUE,148,The Best Things in Life Are Not Fees,21/05/2016,RetirementBasic,TRUE,TRUE,3,01/05/2016,Active,21/05/2016,Active Client
441.6247321,1516,31/12/2017,780.0982737,866.6341902,TRUE,97,,01/02/2018,Cash,TRUE,FALSE,5,01/12/2017,Inactive,22/12/2017,Inactive Client
380.7867807,1516,31/12/2017,256.8959978,794.947492,TRUE,16,Now Prove It,22/12/2017,FinancialPlan,TRUE,TRUE,4,01/12/2017,Active,22/12/2017,Active Client
19.66495497,1516,31/12/2017,159.3713501,488.5878652,TRUE,47,Now Prove It,22/12/2017,RetirementPlan,TRUE,TRUE,5,01/12/2017,Active,22/12/2017,Active Client
433.3400499,1516,31/12/2017,846.7632244,60.61737899,TRUE,85,Wealth Comes in Many Forms,22/12/2017,ManagedPortfolio,TRUE,TRUE,0,01/12/2017,Active,22/12/2017,Active Client
827.0263664,1516,31/12/2017,794.492745,125.8642211,FALSE,0,,10/01/2018,RetirementBasic,TRUE,FALSE,0,01/12/2017,Inactive,22/12/2017,Inactive Client
173.6940266,1517,28/02/2018,226.1216027,535.2696703,TRUE,128,,02/07/2016,Cash,TRUE,FALSE,4,01/02/2018,Inactive,03/02/2018,Inactive Client
543.5670846,1517,28/02/2018,361.8323468,238.9933678,TRUE,80,A Loan With A View,04/02/2016,Brokerage,TRUE,TRUE,0,01/02/2018,Active,03/02/2018,Active Client
977.2299879,1517,28/02/2018,805.4130814,576.3860316,TRUE,42,More Generous Investing,04/02/2016,Savings,TRUE,TRUE,5,01/02/2018,Active,03/02/2018,Active Client
278.6096209,1517,28/02/2018,130.8451428,839.3192596,FALSE,0,,29/03/2017,Education,TRUE,FALSE,5,01/02/2018,Inactive,03/02/2018,Inactive Client
27.96325496,1517,28/02/2018,861.4858732,385.4147118,TRUE,45,Now Prove It,04/02/2016,FinancialPlan,TRUE,TRUE,0,01/02/2018,Active,03/02/2018,Active Client
953.0793293,1517,28/02/2018,301.3192345,197.4909651,FALSE,0,,12/06/2017,RetirementBrokerage,TRUE,FALSE,2,01/02/2018,Inactive,03/02/2018,Inactive Client
428.1898839,1518,31/10/2017,931.027265,548.4931563,TRUE,18,More Generous Investing,17/10/2017,FinancialPlan,TRUE,TRUE,0,01/10/2017,Active,17/10/2017,Active Client
879.4981112,1518,31/10/2017,434.0214547,891.3532682,TRUE,88,A Loan With A View,17/10/2017,RetirementBrokerage,TRUE,TRUE,2,01/10/2017,Active,17/10/2017,Active Client
854.047593,1518,31/10/2017,853.8472786,115.8239823,TRUE,94,A Loan With A View,17/10/2017,RetirementPlan,TRUE,TRUE,5,01/10/2017,Active,17/10/2017,Active Client
679.0635015,1518,31/10/2017,678.6130903,4.625709716,TRUE,105,,18/07/2018,ManagedPortfolio,TRUE,FALSE,1,01/10/2017,Inactive,17/10/2017,Inactive Client
256.2937351,1518,31/10/2017,630.0435155,612.9337197,TRUE,82,,02/06/2018,RetirementBasic,TRUE,FALSE,0,01/10/2017,Inactive,17/10/2017,Inactive Client
886.5548402,1519,29/02/2016,713.2606978,100.5458623,FALSE,0,,13/11/2016,Cash,TRUE,FALSE,5,01/02/2016,Inactive,28/02/2016,Inactive Client
554.4314276,1519,29/02/2016,520.6151004,914.9011036,TRUE,103,Now Prove It,28/02/2016,RetirementBrokerage,TRUE,TRUE,2,01/02/2016,Active,28/02/2016,Active Client
958.3896536,1519,29/02/2016,199.6735462,160.3203875,TRUE,98,Now Prove It,28/02/2016,RetirementPlan,TRUE,TRUE,3,01/02/2016,Active,28/02/2016,Active Client
936.3193151,1519,29/02/2016,670.719251,350.0769822,TRUE,71,Now Prove It,28/02/2016,RetirementBasic,TRUE,TRUE,2,01/02/2016,Active,28/02/2016,Active Client
688.2804827,1520,30/09/2018,25.94322713,169.1884063,FALSE,0,,22/09/2018,Cash,TRUE,FALSE,0,01/09/2018,Inactive,14/09/2018,Inactive Client
537.0146399,1520,30/09/2018,988.5887334,646.0162296,TRUE,148,,24/09/2018,Brokerage,TRUE,FALSE,5,01/09/2018,Inactive,14/09/2018,Inactive Client
97.54338819,1520,30/09/2018,926.3262439,377.8017026,TRUE,131,A Loan With A View,14/09/2018,Savings,TRUE,TRUE,5,01/09/2018,Active,14/09/2018,Active Client
571.3940832,1520,30/09/2018,960.6193169,615.2759933,TRUE,10,More Generous Investing,14/09/2018,RetirementBasic,TRUE,TRUE,5,01/09/2018,Active,14/09/2018,Active Client
512.6480733,1521,31/12/2017,386.9003037,340.7148101,FALSE,0,,27/09/2018,Cash,TRUE,FALSE,4,01/12/2017,Inactive,22/12/2017,Inactive Client
872.5750128,1521,31/12/2017,650.2883644,66.40373467,TRUE,4,More Generous Investing,22/12/2017,Savings,TRUE,TRUE,1,01/12/2017,Active,22/12/2017,Active Client
257.5889771,1521,31/12/2017,757.9327854,179.021627,FALSE,0,,10/05/2018,Education,TRUE,FALSE,0,01/12/2017,Inactive,22/12/2017,Inactive Client
401.7702711,1521,31/12/2017,803.5280307,372.3366612,FALSE,0,,10/03/2018,FinancialPlan,TRUE,FALSE,5,01/12/2017,Inactive,22/12/2017,Inactive Client
172.3856934,1521,31/12/2017,726.5302653,395.3928157,FALSE,0,,07/06/2018,RetirementBrokerage,TRUE,FALSE,3,01/12/2017,Inactive,22/12/2017,Inactive Client
235.3486123,1521,31/12/2017,4.550051311,50.28575378,FALSE,0,,16/09/2018,RetirementPlan,TRUE,FALSE,4,01/12/2017,Inactive,22/12/2017,Inactive Client
638.2593528,1521,31/12/2017,412.5600035,613.7472878,TRUE,24,More Generous Investing,22/12/2017,ManagedPortfolio,TRUE,TRUE,0,01/12/2017,Active,22/12/2017,Active Client
141.1616936,1521,31/12/2017,666.4708925,825.0998224,TRUE,130,,25/02/2018,RetirementBasic,TRUE,FALSE,2,01/12/2017,Inactive,22/12/2017,Inactive Client
384.6488837,1522,30/09/2017,26.04242578,986.9374476,TRUE,27,Wealth Comes in Many Forms,03/09/2017,Cash,TRUE,TRUE,2,01/09/2017,Active,03/09/2017,Active Client
359.0207957,1522,30/09/2017,959.6698607,142.7247359,TRUE,121,Wealth Comes in Many Forms,03/09/2017,Brokerage,TRUE,TRUE,1,01/09/2017,Active,03/09/2017,Active Client
791.0877451,1523,30/04/2016,32.65639443,937.2908621,TRUE,13,More Generous Investing,24/04/2016,Cash,TRUE,TRUE,3,01/04/2016,Active,24/04/2016,Active Client
354.4869032,1523,30/04/2016,3.595567879,0.863264345,TRUE,75,Now Prove It,24/04/2016,Brokerage,TRUE,TRUE,0,01/04/2016,Active,24/04/2016,Active Client
918.556286,1523,30/04/2016,2.37156789,913.7689734,FALSE,0,,20/07/2017,Savings,TRUE,FALSE,4,01/04/2016,Inactive,24/04/2016,Inactive Client
65.52829888,1524,31/07/2016,589.1222851,347.3558356,TRUE,48,Now Prove It,23/07/2016,Savings,TRUE,TRUE,0,01/07/2016,Active,23/07/2016,Active Client
571.5801455,1524,31/07/2016,390.5807688,849.8372578,TRUE,137,,11/08/2016,Education,TRUE,FALSE,1,01/07/2016,Inactive,23/07/2016,Inactive Client
499.0621118,1524,31/07/2016,55.01625376,537.6450273,TRUE,29,Wealth Comes in Many Forms,23/07/2016,FinancialPlan,TRUE,TRUE,1,01/07/2016,Active,23/07/2016,Active Client
409.7646847,1524,31/07/2016,924.2991492,172.6137037,FALSE,0,,20/02/2017,RetirementBrokerage,TRUE,FALSE,5,01/07/2016,Inactive,23/07/2016,Inactive Client
911.3124571,1524,31/07/2016,548.8885808,949.5467022,FALSE,0,,07/11/2017,RetirementPlan,TRUE,FALSE,0,01/07/2016,Inactive,23/07/2016,Inactive Client
726.9267652,1524,31/07/2016,663.2328406,784.6377561,TRUE,45,Now Prove It,23/07/2016,RetirementBasic,TRUE,TRUE,1,01/07/2016,Active,23/07/2016,Active Client
806.357511,1525,31/08/2016,414.2583833,415.0942706,FALSE,0,,06/12/2017,Cash,TRUE,FALSE,2,01/08/2016,Inactive,24/08/2016,Inactive Client
869.7308022,1525,31/08/2016,519.3721034,272.998092,TRUE,14,More Generous Investing,24/08/2016,Brokerage,TRUE,TRUE,4,01/08/2016,Active,24/08/2016,Active Client
135.7024742,1525,31/08/2016,354.1978247,174.7149989,TRUE,47,Wealth Comes in Many Forms,24/08/2016,Savings,TRUE,TRUE,2,01/08/2016,Active,24/08/2016,Active Client
256.770699,1525,31/08/2016,435.6087924,181.0159284,TRUE,147,,25/08/2018,Education,TRUE,FALSE,4,01/08/2016,Inactive,24/08/2016,Inactive Client
40.51453021,1525,31/08/2016,487.9452039,687.7493968,TRUE,67,Wealth Comes in Many Forms,24/08/2016,FinancialPlan,TRUE,TRUE,0,01/08/2016,Active,24/08/2016,Active Client
881.5976925,1525,31/08/2016,901.6028512,932.455409,FALSE,0,,01/12/2016,RetirementBrokerage,TRUE,FALSE,2,01/08/2016,Inactive,24/08/2016,Inactive Client
363.3881712,1525,31/08/2016,699.6684307,908.0571706,TRUE,142,,22/08/2017,RetirementPlan,TRUE,FALSE,2,01/08/2016,Inactive,24/08/2016,Inactive Client
969.9413536,1525,31/08/2016,957.2699403,213.0232233,FALSE,0,,18/08/2018,ManagedPortfolio,TRUE,FALSE,4,01/08/2016,Inactive,24/08/2016,Inactive Client
518.9250197,1525,31/08/2016,320.73527,229.9206315,FALSE,0,,21/02/2018,RetirementBasic,TRUE,FALSE,4,01/08/2016,Inactive,24/08/2016,Inactive Client
59.82102638,1526,31/03/2018,784.2355055,938.9020206,TRUE,48,Now Prove It,07/03/2016,FinancialPlan,TRUE,TRUE,4,01/03/2018,Active,07/03/2018,Active Client
938.306375,1526,31/03/2018,588.1425158,928.9285574,TRUE,14,More Generous Investing,07/03/2016,RetirementBrokerage,TRUE,TRUE,3,01/03/2018,Active,07/03/2018,Active Client
356.1806768,1526,31/03/2018,646.2761883,421.9395125,TRUE,83,Now Prove It,07/03/2016,RetirementPlan,TRUE,TRUE,0,01/03/2018,Active,07/03/2018,Active Client
682.2244588,1526,31/03/2018,740.2174707,930.0649083,FALSE,0,,24/03/2016,ManagedPortfolio,TRUE,FALSE,0,01/03/2018,Inactive,07/03/2018,Inactive Client
323.5808479,1527,30/09/2016,276.8835753,691.7647676,TRUE,4,More Generous Investing,22/09/2016,Savings,TRUE,TRUE,5,01/09/2016,Active,22/09/2016,Active Client
729.0406321,1527,30/09/2016,355.9877744,488.6602549,TRUE,147,,25/01/2018,Education,TRUE,FALSE,3,01/09/2016,Inactive,22/09/2016,Inactive Client
144.9210198,1527,30/09/2016,889.4741708,606.7855067,TRUE,28,More Generous Investing,22/09/2016,RetirementBasic,TRUE,TRUE,1,01/09/2016,Active,22/09/2016,Active Client
759.1751054,1528,30/06/2017,478.9551486,668.4249145,TRUE,9,More Generous Investing,04/06/2017,Brokerage,TRUE,TRUE,3,01/06/2017,Active,04/06/2017,Active Client
237.9892281,1528,30/06/2017,788.7125205,573.4386097,TRUE,69,Now Prove It,04/06/2017,Savings,TRUE,TRUE,0,01/06/2017,Active,04/06/2017,Active Client
343.7988402,1528,30/06/2017,953.8691712,876.6985434,TRUE,83,More Generous Investing,04/06/2017,FinancialPlan,TRUE,TRUE,4,01/06/2017,Active,04/06/2017,Active Client
954.1054252,1528,30/06/2017,187.8629509,470.0928477,FALSE,0,,27/07/2018,RetirementBrokerage,TRUE,FALSE,4,01/06/2017,Inactive,04/06/2017,Inactive Client
870.1451783,1529,31/08/2016,550.5050396,260.4693307,TRUE,27,Now Prove It,28/08/2016,RetirementBrokerage,TRUE,TRUE,2,01/08/2016,Active,28/08/2016,Active Client
766.3601688,1529,31/08/2016,17.49524331,153.6966475,FALSE,0,,25/09/2017,RetirementPlan,TRUE,FALSE,1,01/08/2016,Inactive,28/08/2016,Inactive Client
881.3106621,1529,31/08/2016,729.2701193,965.6849106,FALSE,0,,01/02/2017,ManagedPortfolio,TRUE,FALSE,1,01/08/2016,Inactive,28/08/2016,Inactive Client
858.114145,1529,31/08/2016,58.20085664,855.2542309,FALSE,0,,09/11/2016,RetirementBasic,TRUE,FALSE,1,01/08/2016,Inactive,28/08/2016,Inactive Client
96.00897029,1530,30/06/2017,312.4911849,521.1216344,TRUE,133,,17/06/2017,Cash,TRUE,FALSE,0,01/06/2017,Inactive,16/06/2017,Inactive Client
969.2966043,1530,30/06/2017,766.443501,48.82560165,TRUE,43,More Generous Investing,16/06/2017,Brokerage,TRUE,TRUE,5,01/06/2017,Active,16/06/2017,Active Client
510.091527,1530,30/06/2017,564.8090656,590.7605978,FALSE,0,,19/04/2018,Savings,TRUE,FALSE,0,01/06/2017,Inactive,16/06/2017,Inactive Client
981.6984103,1530,30/06/2017,156.6384325,745.0278257,TRUE,32,More Generous Investing,16/06/2017,FinancialPlan,TRUE,TRUE,0,01/06/2017,Active,16/06/2017,Active Client
165.6128047,1530,30/06/2017,910.9861083,19.51795222,TRUE,60,Now Prove It,16/06/2017,RetirementBrokerage,TRUE,TRUE,1,01/06/2017,Active,16/06/2017,Active Client
539.0854884,1530,30/06/2017,551.6492598,213.9776878,TRUE,12,Now Prove It,16/06/2017,RetirementPlan,TRUE,TRUE,0,01/06/2017,Active,16/06/2017,Active Client
832.956538,1531,31/12/2016,885.5769666,738.2274224,TRUE,126,Now Prove It,22/12/2016,Cash,TRUE,TRUE,0,01/12/2016,Active,22/12/2016,Active Client
720.9815538,1531,31/12/2016,869.3305214,322.1210829,TRUE,121,,15/04/2017,Brokerage,TRUE,FALSE,5,01/12/2016,Inactive,22/12/2016,Inactive Client
803.7753182,1531,31/12/2016,402.2684578,264.5452278,TRUE,92,A Loan With A View,22/12/2016,Savings,TRUE,TRUE,1,01/12/2016,Active,22/12/2016,Active Client
419.5794504,1531,31/12/2016,52.70838718,827.242362,TRUE,66,Wealth Comes in Many Forms,22/12/2016,Education,TRUE,TRUE,5,01/12/2016,Active,22/12/2016,Active Client
770.2588542,1531,31/12/2016,219.1184826,136.0625363,TRUE,139,,29/01/2018,FinancialPlan,TRUE,FALSE,1,01/12/2016,Inactive,22/12/2016,Inactive Client
367.1074017,1531,31/12/2016,911.6396597,530.7483553,FALSE,0,,04/08/2018,RetirementBrokerage,TRUE,FALSE,3,01/12/2016,Inactive,22/12/2016,Inactive Client
159.87824,1531,31/12/2016,957.1461029,476.9553113,FALSE,0,,10/10/2017,RetirementPlan,TRUE,FALSE,3,01/12/2016,Inactive,22/12/2016,Inactive Client
951.103438,1532,31/07/2018,652.5892899,603.4810716,TRUE,6,More Generous Investing,24/07/2018,RetirementBrokerage,TRUE,TRUE,0,01/07/2018,Active,24/07/2018,Active Client
894.3190965,1532,31/07/2018,90.00367777,121.6237252,TRUE,138,The Best Things in Life Are Not Fees,24/07/2018,RetirementPlan,TRUE,TRUE,1,01/07/2018,Active,24/07/2018,Active Client
