ACQUISITION_COST,AGE_RANGE,ANNUAL_INCOME,BIRTH_YEAR,CONTACT_PREFERENCE,CREDIT_AUTHORITY_LEVEL,CREDIT_SCORE,CURRENT_EMPLOYMENT_START_DATE,CUSTOMER_BEHAVIOR,CUSTOMER_ID,DATE_FIRST_ACCOUNT_OPENED,DATE_LAST_ACCOUNT_OPENED,EDUCATION_LEVEL,EFFECTIVE_DATE,EMPLOYMENT_STATUS,FAMILY_SIZE,GENDER,HEAD_OF_HOUSEHOLD_INDICATOR,HOME_OWNER_INDICATOR,IMPORTANCE_LEVEL_CODE,INTERNET_BANKING_INDICATOR,LOYALTY_RATING_CODE,MARITAL_STATUS,MARKET_GROUP,MONTHLY_HOUSING_COST,MONTHLY_NET_INCOME,NUMBER_OF_DEPENDENT_CHILDREN,PREFERRED_COMMUNICATION_FORM,PRIMARY_SPOKEN_LANGUAGE,PRIMARY_WRITTEN_LANGUAGE,PROFESSION,PURSUIT,REFERRALS_VALUE_CODE,RELATIONSHIP_START_DATE,RETIREMENT_AGE,SATISFACTION_RATING_FROM_SURVEY,SPECIAL_TERMS_INDICATOR,STATUS,STATUS_DATE,WALLET_SHARE_PERCENTAGE,ASSETS,FUNDS_UNDER_MANAGEMENT,TOP_SPENDING_CATEGORY
76.38244623,65 and over,145442.5,1939,phone,Very High,665.7352027,15/01/2016,Aggressive,1438,18/02/2016,18/02/2016,Professional,17/02/2018,Selfemployed,2,Male,1,0,Normal priority,0,51182,Married,Spending,2181.6375,7272.125,0,In Person,Arabic,Arabic,Professor,Increase Net Worth,Very High,18/02/2016,67,very satisfied,0,Inactive,17/02/2018,3,210215,750000,Giving
14.78007551,55 to 65,71136,1954,none,Low,790.5843661,12/03/2016,Growth,1451,21/07/2018,21/07/2018,PhD,21/07/2018,Homemaker,2,Female,1,1,High priority,1,127145,Married,Accumulating,1067.04,3556.8,0,Teleconference,English,English,Data Scientist,Estate Planning,Low,21/07/2018,67,satisfied,1,Active,21/07/2018,14,127939,150000,Transportaion
28.39336857,55 to 65,158000,1956,email,Very Low,764.0438966,09/06/2015,Growth,1789,13/09/2016,13/09/2016,PhD,13/09/2018,Homemaker,2,Male,0,0,High priority,1,83723,Married,Accumulating,2370,7900,0,In Person,Arabic,Arabic,Professor,Increase Net Worth,Medium,13/09/2016,67,very satisfied,1,Inactive,13/09/2018,54,204110,80000,Health
44.00173233,40 to 55,112977,1965,email,Low,687.281068,24/06/2015,Growth,1945,14/02/2017,14/02/2017,University,14/02/2017,Homemaker,4,Male,1,1,High priority,1,142563,Married,Accumulating,1694.655,5648.85,2,Teleconference,English,English,Data Scientist,Increase Net Worth,Very High,14/02/2017,67,very satisfied,0,Active,14/02/2017,1,178318,180000,Personal
64.44675769,65 and over,127949,1936,email,Very High,650.606242,07/06/2015,Aggressive,1957,18/09/2017,18/09/2017,Professional,18/09/2017,Selfemployed,1,Female,0,0,Normal priority,0,66011,Divorced,Spending,1919.235,6397.45,0,In Person,English,English,Software Developer,Retirement Planning,Very Low,18/09/2017,67,very satisfied,0,Active,18/09/2017,23,227796,1250000,Uncategorized
21.75573627,55 to 65,179176.25,1959,mail,Very High,732.3183171,07/03/2015,Aggressive,1560,09/03/2016,09/03/2016,PhD,09/03/2018,Homemaker,4,Male,1,0,High priority,1,73511,Married,Spending,2687.64375,8958.8125,2,In Person,English,English,Professor,Increase Net Worth,Very High,09/03/2016,67,very satisfied,0,Inactive,09/03/2018,47,229043,750000,Health
38.75210347,65 and over,105681,1951,email,Very Low,799.8907766,27/12/2016,Growth,1643,17/10/2017,17/10/2017,PhD,17/10/2017,Homemaker,2,Female,1,1,High priority,1,131328,Married,Accumulating,1585.215,5284.05,0,Teleconference,English,English,Data Scientist,Increase Net Worth,Very Low,17/10/2017,67,very satisfied,1,Active,17/10/2017,49,177158,80000,Transportaion
84.88751682,55 to 65,76666,1960,mail,Medium,742.753993,12/01/2016,Growth,1657,24/07/2018,24/07/2018,PhD,24/07/2018,Homemaker,3,Female,1,1,High priority,0,142225,Single,Accumulating,1149.99,3833.3,2,Teleconference,English,English,Data Scientist,Philanthropy,Very High,24/07/2018,67,satisfied,1,Active,24/07/2018,42,136537,1250000,Health
36.30732001,30 to 40,48628,1984,phone,Very High,676.2665373,10/10/2014,Conserviti,1735,24/10/2016,24/10/2016,High School,24/10/2016,Employed,3,Male,0,1,Low priority,0,114762,Married,Starting,729.42,2431.4,1,Email,English,English,Lawyer,Education Planning,Very High,24/10/2016,67,neutral,1,Active,24/10/2016,53,64298,300000,Recreation
70.24474324,40 to 55,98529,1976,phone,Medium,755.8505985,18/10/2015,Growth,1833,01/08/2018,01/08/2018,College,01/08/2018,Employed,4,Male,1,1,High priority,1,143122,Married,Accumulating,1477.935,4926.45,2,Email,English,English,Physician,Capital Acquisition,Very High,01/08/2018,67,satisfied,1,Active,01/08/2018,38,135384,1250000,Food
47.76649734,65 and over,141340,1934,mail,Very High,724.7040335,16/03/2014,Aggressive,1037,10/02/2016,10/02/2016,Professional,10/02/2016,Selfemployed,1,Female,1,0,Normal priority,0,66148,Divorced,Gifting,2120.1,7067,0,Video Conference,English,English,Software Developer,Retirement Planning,Low,10/02/2016,67,very dissatisfied,1,Active,10/02/2016,32,247965,1250000,Uncategorized
63.7397175,65 and over,48449,1994,mail,Very High,700.7583747,26/02/2015,Conserviti,1096,20/07/2018,20/07/2018,High School,20/07/2018,Unemployed,3,Male,0,1,Low priority,0,50380,Married,Starting,726.735,2422.45,1,Email,English,English,Trades person,Education Planning,Very High,20/07/2018,67,dissatisfied,0,Active,20/07/2018,69,52378,300000,Recreation
44.51558612,65 and over,68317,1994,mail,Very High,796.2003249,20/01/2015,Conserviti,1545,28/08/2016,28/08/2016,High School,28/08/2016,Unemployed,3,Male,1,1,Low priority,0,95932,Married,Starting,1024.755,3415.85,1,Email,Arabic,Arabic,Trades person,Education Planning,High,28/08/2016,67,neutral,0,Active,28/08/2016,69,79897,300000,Recreation
80.75612601,65 and over,124250,1951,none,Very High,782.3906814,17/05/2015,Aggressive,1727,23/06/2018,23/06/2018,PhD,23/06/2018,Retired,1,Female,1,0,High priority,0,54989,Single,Spending,1863.75,6212.5,0,In Person,English,English,Professor,Increase Net Worth,Very High,23/06/2018,67,very satisfied,1,Active,23/06/2018,13,209761,750000,Transportaion
48.28454664,65 and over,104688,1949,none,Very Low,682.4265811,20/03/2015,Growth,1036,21/03/2017,21/03/2017,PhD,21/03/2017,Homemaker,1,Female,1,1,High priority,0,131850,Single,Accumulating,1570.32,5234.4,0,Other,English,English,Professor,Increase Net Worth,Low,21/03/2017,67,very satisfied,1,Active,21/03/2017,5,178291,80000,Insurance
4.613173478,65 and over,167753.75,1942,mail,Very High,744.166686,26/10/2017,Aggressive,1205,27/01/2016,27/01/2016,Professional,26/01/2018,Retired,2,Male,1,0,Normal priority,1,122499,Married,Spending,2516.30625,8387.6875,0,In Person,English,English,Software Developer,Retirement Planning,Very High,27/01/2016,67,very satisfied,0,Inactive,26/01/2018,64,230065,1250000,Savings
29.72874703,40 to 55,88870,1970,none,Medium,662.7400904,27/01/2015,Growth,1737,02/04/2018,02/04/2018,College,02/04/2018,Employed,4,Male,0,1,High priority,0,75115,Married,Accumulating,1333.05,4443.5,2,Email,English,English,Accountant,Estate Planning,Low,02/04/2018,67,satisfied,1,Active,02/04/2018,29,133379,1250000,Personal
52.03410517,65 and over,140155,1940,email,Very High,658.8043119,22/02/2015,Aggressive,1318,17/10/2016,17/10/2016,Professional,17/10/2016,Selfemployed,1,Female,1,0,Normal priority,1,78073,Divorced,Gifting,2102.325,7007.75,0,In Person,Arabic,Arabic,Software Developer,Retirement Planning,Very High,17/10/2016,67,very satisfied,1,Active,17/10/2016,64,242710,1250000,Savings
63.75878216,40 to 55,74553.75,1974,mail,High,770.9883543,29/12/2017,Moderate,1340,11/03/2016,11/03/2016,College,11/03/2018,Employed,3,Female,0,1,Low priority,1,79917,Single,Accumulating,1118.30625,3727.6875,2,Email,English,English,Physician,Capital Acquisition,High,11/03/2016,67,satisfied,0,Inactive,11/03/2018,49,89707,300000,Food
78.15358791,65 and over,116450,1951,none,Very Low,665.6811317,25/05/2015,Growth,1540,01/08/2016,01/08/2016,PhD,01/08/2016,Retired,1,Female,1,0,High priority,0,77005,Single,Accumulating,1746.75,5822.5,0,In Person,English,English,Professor,Increase Net Worth,Very High,01/08/2016,67,very satisfied,1,Active,01/08/2016,18,197070,80000,Transportaion
18.75717329,55 to 65,96459,1955,mail,Low,658.921754,29/08/2015,Growth,1575,26/03/2016,26/03/2016,PhD,26/03/2016,Homemaker,1,Female,1,1,High priority,1,127155,Single,Accumulating,1446.885,4822.95,0,Teleconference,English,English,Data Scientist,Increase Net Worth,Very Low,26/03/2016,67,very satisfied,0,Active,26/03/2016,46,165402,180000,Health
14.86867826,65 and over,141455,1949,none,Very Low,698.6058707,27/11/2017,Growth,1669,23/06/2016,23/06/2016,PhD,23/06/2018,Retired,2,Male,1,1,High priority,0,59702,Married,Accumulating,2121.825,7072.75,0,In Person,English,English,Professor,Increase Net Worth,Very High,23/06/2016,67,very satisfied,0,Inactive,23/06/2018,9,195707,80000,Transportaion
91.80979591,40 to 55,135069,1962,email,Very Low,667.0708359,17/04/2014,Growth,1779,28/08/2016,28/08/2016,University,28/08/2016,Employed,4,Female,1,0,High priority,0,141297,Married,Accumulating,2026.035,6753.45,2,Teleconference,English,English,Data Scientist,Increase Net Worth,Low,28/08/2016,67,very satisfied,1,Active,28/08/2016,73,205799,80000,Utilities
89.87171867,40 to 55,127807,1974,email,Low,676.6028289,30/04/2014,Growth,1066,30/11/2016,30/11/2016,College,30/11/2016,Employed,4,Male,0,0,High priority,0,133342,Married,Accumulating,1917.105,6390.35,2,Teleconference,English,English,Data Scientist,Estate Planning,Low,30/11/2016,67,satisfied,1,Active,30/11/2016,12,186836,180000,Food
77.90891836,40 to 55,81001,1963,email,Medium,748.8482551,10/05/2016,Growth,1256,03/08/2017,03/08/2017,PhD,03/08/2017,Homemaker,3,Female,1,1,High priority,1,103912,Single,Accumulating,1215.015,4050.05,2,Teleconference,English,English,Data Scientist,Increase Net Worth,Very High,03/08/2017,67,very satisfied,1,Active,03/08/2017,71,141034,1250000,Utilities
16.74590338,65 and over,140467,1934,phone,Very High,685.5601147,23/02/2015,Aggressive,1279,28/08/2016,28/08/2016,Professional,28/08/2016,Selfemployed,1,Female,1,0,Normal priority,1,78945,Divorced,Gifting,2107.005,7023.35,0,Video Conference,Arabic,Arabic,Software Developer,Retirement Planning,Very High,28/08/2016,67,very dissatisfied,0,Active,28/08/2016,62,248518,1250000,Uncategorized
11.79562749,40 to 55,95293,1975,none,Medium,799.5999237,05/03/2017,Growth,1385,05/09/2018,05/09/2018,College,05/09/2018,Employed,4,Male,1,1,High priority,1,72330,Married,Accumulating,1429.395,4764.65,2,Email,English,English,Physician,Capital Acquisition,Medium,05/09/2018,67,satisfied,0,Active,05/09/2018,55,134932,1250000,Food
66.3114933,30 to 40,59209,1984,email,High,652.9138811,30/04/2015,Conserviti,1397,03/09/2017,03/09/2017,High School,03/09/2017,Employed,3,Male,0,1,Low priority,1,123549,Married,Accumulating,888.135,2960.45,1,Email,English,English,Lawyer,Capital Acquisition,High,03/09/2017,67,neutral,0,Active,03/09/2017,2,79237,300000,Recreation
35.43401979,23 to 30,100237.5,1989,email,High,780.549753,18/05/2016,Moderate,1943,16/08/2016,16/08/2016,High School,16/08/2018,Unemployed,2,Female,1,1,Low priority,0,106306,Divorced,Accumulating,1503.5625,5011.875,1,Email,English,English,Lawyer,Capital Acquisition,Very High,16/08/2016,67,neutral,0,Inactive,16/08/2018,50,99245,300000,Recreation
1.679170103,30 to 40,90977.5,1983,phone,High,678.4437646,19/02/2015,Moderate,1989,18/09/2016,18/09/2016,College,18/09/2018,Employed,2,Female,1,1,Low priority,1,124069,Single,Accumulating,1364.6625,4548.875,1,Email,English,English,Lawyer,Capital Acquisition,Very High,18/09/2016,67,neutral,1,Inactive,18/09/2018,44,98803,300000,Recreation
25.40890502,65 and over,125581,1940,email,Very High,690.6482641,05/07/2015,Aggressive,1996,06/04/2017,06/04/2017,Professional,06/04/2017,Selfemployed,1,Female,1,0,Normal priority,0,82003,Divorced,Spending,1883.715,6279.05,0,In Person,Arabic,Arabic,Software Developer,Retirement Planning,Very High,06/04/2017,67,very satisfied,0,Active,06/04/2017,44,221176,750000,Savings
82.87723691,40 to 55,109127,1966,none,Low,705.5216377,10/03/2015,Growth,1015,21/05/2016,21/05/2016,University,21/05/2016,Homemaker,4,Male,1,1,High priority,0,92014,Married,Accumulating,1636.905,5456.35,2,Teleconference,English,English,Data Scientist,Increase Net Worth,Low,21/05/2016,67,very satisfied,0,Active,21/05/2016,16,172067,180000,Personal
32.57858874,23 to 30,52247,1992,mail,Very High,692.1055134,10/03/2016,Conserviti,1022,03/09/2017,03/09/2017,High School,03/09/2017,Unemployed,3,Male,1,1,Low priority,0,101634,Married,Starting,783.705,2612.35,1,Email,English,English,Trades person,Education Planning,Very High,03/09/2017,67,dissatisfied,0,Active,03/09/2017,10,58635,300000,Recreation
55.61774182,65 and over,129531.25,1941,email,Very Low,683.7561806,15/10/2016,Growth,1060,09/03/2016,09/03/2016,Professional,09/03/2018,Retired,2,Male,1,1,Normal priority,0,46239,Married,Accumulating,1942.96875,6476.5625,0,In Person,English,English,Professor,Increase Net Worth,Medium,09/03/2016,67,very satisfied,1,Inactive,09/03/2018,45,188330,80000,Savings
8.880005184,55 to 65,119862.5,1954,email,Low,689.6114751,20/11/2015,Growth,1169,23/06/2016,23/06/2016,PhD,23/06/2018,Homemaker,2,Male,0,1,High priority,0,128848,Married,Accumulating,1797.9375,5993.125,0,Teleconference,English,English,Data Scientist,Increase Net Worth,Very High,23/06/2016,67,very satisfied,0,Inactive,23/06/2018,17,163948,180000,Transportaion
12.19191835,40 to 55,82233,1967,mail,Medium,677.9502618,03/09/2017,Growth,1254,03/01/2018,03/01/2018,University,03/01/2018,Employed,4,Male,1,1,High priority,1,75576,Married,Accumulating,1233.495,4111.65,2,Email,English,English,Accountant,Estate Planning,Low,03/01/2018,67,satisfied,0,Active,03/01/2018,7,130626,1250000,Personal
22.96936627,23 to 30,48874,1991,mail,Very High,661.5761548,12/01/2015,Conserviti,1315,12/10/2017,12/10/2017,High School,12/10/2017,Unemployed,3,Male,1,1,Low priority,0,106052,Married,Starting,733.11,2443.7,1,Email,English,English,Trades person,Education Planning,Very High,12/10/2017,67,neutral,0,Active,12/10/2017,70,56634,300000,Recreation
9.035112206,23 to 30,81361.25,1993,none,Very High,689.8015451,29/06/2015,Conserviti,1685,09/03/2016,09/03/2016,High School,09/03/2018,Unemployed,2,Female,1,1,Low priority,1,76307,Divorced,Starting,1220.41875,4068.0625,1,Email,Arabic,Arabic,Trades person,Education Planning,Very High,09/03/2016,67,neutral,1,Inactive,09/03/2018,32,76470,300000,Recreation
2.334637434,40 to 55,130459,1973,email,Low,666.0648005,27/03/2014,Growth,1041,14/02/2016,14/02/2016,College,14/02/2016,Employed,4,Male,1,0,High priority,1,109278,Married,Accumulating,1956.885,6522.95,2,Teleconference,English,English,Data Scientist,Estate Planning,Very High,14/02/2016,67,satisfied,0,Active,14/02/2016,25,188022,180000,Food
10.3030172,23 to 30,74491,1989,mail,High,701.7317662,06/09/2015,Moderate,1075,26/03/2016,26/03/2016,High School,26/03/2016,Unemployed,3,Male,1,1,Low priority,0,124760,Married,Accumulating,1117.365,3724.55,1,Email,English,English,Lawyer,Education Planning,Very High,26/03/2016,67,neutral,1,Active,26/03/2016,5,91844,300000,Recreation
94.9322203,40 to 55,71519,1970,none,Medium,706.5993172,14/05/2016,Moderate,1076,21/07/2018,21/07/2018,University,21/07/2018,Employed,4,Male,1,1,High priority,0,52711,Married,Accumulating,1072.785,3575.95,2,Email,English,English,Accountant,Estate Planning,Low,21/07/2018,67,satisfied,0,Active,21/07/2018,74,114649,100000,Personal
96.13573943,65 and over,99204,1947,phone,Very Low,672.6525975,25/11/2016,Growth,1111,21/01/2017,21/01/2017,PhD,21/01/2017,Retired,1,Female,1,1,High priority,0,77954,Single,Accumulating,1488.06,4960.2,0,In Person,English,English,Professor,Increase Net Worth,Very High,21/01/2017,67,very satisfied,1,Active,21/01/2017,3,177396,80000,Insurance
81.93426208,30 to 40,91463,1981,mail,Medium,690.8766249,18/05/2015,Moderate,1116,04/07/2017,04/07/2017,College,04/07/2017,Employed,3,Male,1,1,Low priority,1,49672,Married,Accumulating,1371.945,4573.15,1,Email,English,English,Accountant,Estate Planning,Very Low,04/07/2017,67,satisfied,1,Active,04/07/2017,24,130864,100000,Recreation
47.32019421,40 to 55,61008,1976,none,High,762.4109933,05/02/2014,Moderate,1287,10/02/2016,10/02/2016,College,10/02/2016,Employed,4,Male,1,1,Low priority,1,121058,Married,Accumulating,915.12,3050.4,2,Email,English,English,Physician,Capital Acquisition,High,10/02/2016,67,satisfied,1,Active,10/02/2016,70,97015,300000,Food
39.03434762,23 to 30,49517,1991,mail,Very High,719.780688,07/01/2016,Conserviti,1462,11/02/2017,11/02/2017,High School,11/02/2017,Unemployed,3,Male,1,1,Low priority,0,74441,Married,Starting,742.755,2475.85,1,Email,English,English,Trades person,Education Planning,Very High,11/02/2017,67,neutral,1,Active,11/02/2017,58,58525,300000,Recreation
12.357195,40 to 55,81670,1974,none,Medium,718.8939582,02/09/2015,Moderate,1614,12/09/2016,12/09/2016,College,12/09/2016,Employed,4,Male,1,1,High priority,0,51091,Married,Accumulating,1225.05,4083.5,2,Email,English,English,Physician,Capital Acquisition,Medium,12/09/2016,67,satisfied,1,Active,12/09/2016,23,119897,1250000,Food
27.17386905,65 and over,111591,1946,email,Very Low,692.4279001,16/11/2016,Growth,1677,17/05/2017,17/05/2017,PhD,17/05/2017,Homemaker,1,Female,0,1,Normal priority,0,131594,Single,Accumulating,1673.865,5579.55,0,Other,English,English,Professor,Increase Net Worth,High,17/05/2017,67,very satisfied,0,Active,17/05/2017,27,188179,80000,Insurance
45.91598253,65 and over,94822,1948,none,Low,676.4176584,25/03/2015,Growth,1717,04/02/2016,04/02/2016,PhD,04/02/2016,Retired,1,Female,0,1,High priority,1,142206,Single,Accumulating,1422.33,4741.1,0,Other,Arabic,Arabic,Professor,Increase Net Worth,Low,04/02/2016,67,very satisfied,0,Active,04/02/2016,7,168730,180000,Insurance
3.976797149,30 to 40,94596,1977,phone,Medium,684.2907447,20/11/2017,Moderate,1754,03/01/2018,03/01/2018,College,03/01/2018,Employed,3,Male,0,1,High priority,1,106377,Married,Accumulating,1418.94,4729.8,1,Email,English,English,Physician,Capital Acquisition,Very High,03/01/2018,67,satisfied,0,Active,03/01/2018,18,131013,1250000,Food
17.865783,23 to 30,86791.25,1992,none,Very High,671.2118058,02/08/2015,Conserviti,1868,14/08/2016,14/08/2016,High School,14/08/2018,Employed,2,Female,1,1,Low priority,0,122711,Divorced,Starting,1301.86875,4339.5625,1,Email,English,English,Lawyer,Capital Acquisition,Low,14/08/2016,67,neutral,1,Inactive,14/08/2018,22,86997,300000,Recreation
88.4785012,55 to 65,108323,1955,email,Low,761.9449033,14/06/2015,Growth,1431,18/10/2016,18/10/2016,PhD,18/10/2016,Retired,1,Female,1,1,High priority,1,132571,Single,Accumulating,1624.845,5416.15,0,Other,English,English,Professor,Increase Net Worth,Very High,18/10/2016,67,very satisfied,0,Active,18/10/2016,45,183458,180000,Health
56.39140923,65 and over,124822,1934,phone,Very High,795.5951728,07/11/2015,Aggressive,1432,19/05/2016,19/05/2016,Professional,19/05/2016,Selfemployed,1,Female,1,0,Normal priority,0,79713,Divorced,Spending,1872.33,6241.1,0,In Person,Arabic,Arabic,Software Developer,Retirement Planning,Very High,19/05/2016,67,very satisfied,1,Active,19/05/2016,39,227375,1250000,Uncategorized
10.59561317,65 and over,178815,1940,email,Very High,710.3798998,19/12/2016,Aggressive,1494,08/06/2016,08/06/2016,Professional,08/06/2018,Retired,2,Male,0,0,Normal priority,1,100752,Married,Gifting,2682.225,8940.75,0,In Person,English,English,Software Developer,Retirement Planning,Very High,08/06/2016,67,very satisfied,0,Inactive,08/06/2018,63,243681,1250000,Savings
30.00723389,65 and over,117968,1949,phone,Very Low,708.8651421,24/05/2015,Growth,1365,17/09/2017,17/09/2017,PhD,17/09/2017,Retired,1,Female,1,0,High priority,0,85655,Single,Accumulating,1769.52,5898.4,0,In Person,English,English,Professor,Increase Net Worth,Low,17/09/2017,67,very satisfied,1,Active,17/09/2017,17,202121,80000,Transportaion
62.7760858,65 and over,116224,1943,none,Very High,683.0904045,05/02/2014,Aggressive,1498,02/07/2016,02/07/2016,Professional,02/07/2016,Retired,1,Female,1,0,Normal priority,0,49921,Divorced,Spending,1743.36,5811.2,0,In Person,Arabic,Arabic,Professor,Increase Net Worth,Very High,02/07/2016,67,very satisfied,0,Active,02/07/2016,21,206962,750000,Savings
16.48519838,40 to 55,94486,1968,mail,Low,670.0462324,13/06/2014,Growth,1662,10/02/2016,10/02/2016,University,10/02/2016,Employed,4,Male,1,1,High priority,1,64035,Married,Accumulating,1417.29,4724.3,2,Teleconference,English,English,Data Scientist,Estate Planning,High,10/02/2016,67,satisfied,1,Active,10/02/2016,20,147209,150000,Personal
86.46360697,40 to 55,93741,1967,mail,Low,669.6418389,22/03/2014,Growth,1795,28/08/2016,28/08/2016,University,28/08/2016,Employed,4,Male,1,1,High priority,0,101369,Married,Accumulating,1406.115,4687.05,2,Email,English,English,Accountant,Estate Planning,High,28/08/2016,67,satisfied,1,Active,28/08/2016,66,143638,150000,Personal
55.0269931,30 to 40,88936,1981,phone,Medium,676.9948191,30/05/2016,Moderate,1000,02/01/2018,02/01/2018,College,02/01/2018,Employed,3,Male,0,1,Low priority,1,83197,Married,Accumulating,1334.04,4446.8,1,Email,English,English,Physician,Capital Acquisition,High,02/01/2018,67,satisfied,1,Active,02/01/2018,21,120823,100000,Recreation
42.58519373,30 to 40,62422,1985,email,High,675.3216292,24/03/2015,Conserviti,1358,06/08/2018,06/08/2018,High School,06/08/2018,Employed,3,Male,1,1,Low priority,1,140274,Married,Accumulating,936.33,3121.1,1,Email,English,English,Lawyer,Capital Acquisition,Very High,06/08/2018,67,neutral,0,Active,06/08/2018,22,82641,300000,Recreation
85.57342776,30 to 40,62107,1979,none,High,698.9288427,31/03/2015,Moderate,1422,05/02/2018,05/02/2018,College,05/02/2018,Employed,3,Male,1,1,Low priority,0,131696,Married,Accumulating,931.605,3105.35,1,Email,English,English,Lawyer,Capital Acquisition,Very High,05/02/2018,67,neutral,0,Active,05/02/2018,41,87363,300000,Housing
26.74158767,55 to 65,131012,1956,email,Very Low,787.0628302,03/12/2014,Growth,1531,22/12/2016,22/12/2016,University,22/12/2016,Employed,2,Female,0,0,High priority,0,59600,Married,Accumulating,1965.18,6550.6,0,Other,English,English,Professor,Increase Net Worth,Very High,22/12/2016,67,very satisfied,0,Active,22/12/2016,20,206348,80000,Health
0.795000134,40 to 55,92348,1971,none,Medium,673.5284699,22/12/2016,Growth,1549,20/05/2017,20/05/2017,University,20/05/2017,Homemaker,4,Male,1,1,High priority,1,133782,Married,Accumulating,1385.22,4617.4,2,Teleconference,English,English,Data Scientist,Philanthropy,Very High,20/05/2017,67,satisfied,1,Active,20/05/2017,6,151411,1250000,Food
16.28485301,30 to 40,67954,1984,none,High,796.4939728,26/07/2016,Moderate,1601,02/07/2017,02/07/2017,High School,02/07/2017,Employed,3,Male,1,1,Low priority,1,55634,Married,Accumulating,1019.31,3397.7,1,Email,English,English,Lawyer,Capital Acquisition,Medium,02/07/2017,67,neutral,1,Active,02/07/2017,60,93629,300000,Recreation
13.96183984,40 to 55,69563.75,1963,phone,Medium,674.5387129,19/12/2016,Moderate,1849,04/04/2016,04/04/2016,University,04/04/2018,Employed,4,Male,1,1,High priority,1,59283,Married,Accumulating,1043.45625,3478.1875,2,Email,English,English,Accountant,Estate Planning,Very High,04/04/2016,67,satisfied,1,Inactive,04/04/2018,16,97016,100000,Utilities
94.00183285,65 and over,125385,1937,none,Very High,662.2224408,04/04/2016,Aggressive,1236,21/01/2017,21/01/2017,Professional,21/01/2017,Selfemployed,1,Female,1,0,Normal priority,1,75962,Divorced,Spending,1880.775,6269.25,0,In Person,English,English,Software Developer,Retirement Planning,Very High,21/01/2017,67,very satisfied,1,Active,21/01/2017,54,225194,1250000,Giving
53.87920802,40 to 55,49385,1972,none,High,749.0962424,24/06/2016,Moderate,1661,21/03/2017,21/03/2017,University,21/03/2017,Employed,4,Male,1,1,Low priority,1,87732,Married,Accumulating,740.775,2469.25,2,Email,English,English,Physician,Capital Acquisition,High,21/03/2017,67,satisfied,0,Active,21/03/2017,25,81167,300000,Food
61.85715134,55 to 65,119647.5,1957,none,Low,719.8286903,13/03/2015,Growth,1810,09/03/2016,09/03/2016,University,09/03/2018,Homemaker,4,Male,1,1,High priority,1,126593,Married,Accumulating,1794.7125,5982.375,2,Teleconference,English,English,Data Scientist,Increase Net Worth,High,09/03/2016,67,very satisfied,0,Inactive,09/03/2018,39,157273,180000,Health
86.25441831,23 to 30,62804,1992,phone,Very High,652.3412655,10/02/2015,Conserviti,1914,24/01/2017,24/01/2017,High School,24/01/2017,Unemployed,3,Male,1,1,Low priority,0,49372,Married,Starting,942.06,3140.2,1,Email,English,English,Lawyer,Education Planning,High,24/01/2017,67,neutral,1,Active,24/01/2017,26,75798,300000,Recreation
50.97104874,30 to 40,99256,1977,none,Medium,782.0902074,24/07/2016,Growth,1998,15/08/2017,15/08/2017,College,15/08/2017,Employed,3,Male,1,1,High priority,1,62773,Married,Accumulating,1488.84,4962.8,1,Teleconference,English,English,Data Scientist,Estate Planning,Very Low,15/08/2017,67,satisfied,0,Active,15/08/2017,30,149460,1250000,Housing
12.43034782,55 to 65,98366,1956,mail,Low,744.0036418,01/09/2017,Growth,1233,06/08/2018,06/08/2018,University,06/08/2018,Homemaker,2,Female,1,1,High priority,1,47872,Married,Accumulating,1475.49,4918.3,0,Teleconference,Arabic,Arabic,Data Scientist,Increase Net Worth,Very High,06/08/2018,67,very satisfied,1,Active,06/08/2018,67,160597,180000,Health
97.21038525,30 to 40,76212.5,1978,mail,High,724.418203,27/06/2017,Moderate,1374,12/03/2016,12/03/2016,College,12/03/2018,Employed,2,Female,1,1,Low priority,0,67419,Single,Accumulating,1143.1875,3810.625,1,Email,English,English,Lawyer,Capital Acquisition,High,12/03/2016,67,neutral,1,Inactive,12/03/2018,58,88785,300000,Housing
19.23694202,23 to 30,60995,1993,email,Very High,747.7837179,27/10/2016,Conserviti,1495,27/08/2018,27/08/2018,High School,27/08/2018,Unemployed,3,Male,1,1,Low priority,0,80134,Married,Starting,914.925,3049.75,1,Email,English,English,Trades person,Education Planning,Very High,27/08/2018,67,neutral,0,Active,27/08/2018,41,72088,300000,Recreation
0.675567863,30 to 40,58580,1979,phone,High,651.9931329,21/05/2016,Conserviti,1594,08/05/2017,08/05/2017,College,08/05/2017,Employed,3,Male,0,1,Low priority,0,75539,Married,Accumulating,878.7,2929,1,Email,Arabic,Arabic,Lawyer,Capital Acquisition,Low,08/05/2017,67,neutral,0,Active,08/05/2017,21,86303,300000,Housing
47.73473726,30 to 40,52336,1986,none,Very High,695.0970261,28/04/2016,Conserviti,1596,20/07/2018,20/07/2018,High School,20/07/2018,Employed,3,Male,1,1,Low priority,1,68663,Married,Starting,785.04,2616.8,1,Email,English,English,Lawyer,Education Planning,Medium,20/07/2018,67,neutral,0,Active,20/07/2018,35,68628,300000,Recreation
