ASSETS,CUSTOMER_ID,FUNDS_UNDER_MANAGEMENT,TOP_SPENDING_CATEGORY
208875,1519,750000,Uncategorized
208875,1519,750000,Uncategorized
208875,1519,750000,Uncategorized
208875,1519,750000,Uncategorized
208875,1519,750000,Uncategorized
208875,1519,750000,Uncategorized
208875,1519,750000,Uncategorized
208875,1519,750000,Uncategorized
208875,1519,750000,Uncategorized
208875,1519,750000,Uncategorized
208875,1519,750000,Uncategorized
208875,1519,750000,Uncategorized
208875,1519,750000,Uncategorized
208875,1519,750000,Uncategorized
208875,1519,750000,Uncategorized
129666,1520,100000,Recreation
127462,1521,1250000,Personal
127462,1521,1250000,Personal
127462,1521,1250000,Personal
127462,1521,1250000,Personal
127462,1521,1250000,Personal
127462,1521,1250000,Personal
127462,1521,1250000,Personal
127462,1521,1250000,Personal
127462,1521,1250000,Personal
127462,1521,1250000,Personal
129610,1522,1250000,Food
129610,1522,1250000,Food
129610,1522,1250000,Food
129610,1522,1250000,Food
129610,1522,1250000,Food
129610,1522,1250000,Food
129610,1522,1250000,Food
129610,1522,1250000,Food
129610,1522,1250000,Food
129610,1522,1250000,Food
129610,1522,1250000,Food
129610,1522,1250000,Food
129610,1522,1250000,Food
129695,1523,1250000,Housing
129695,1523,1250000,Housing
129695,1523,1250000,Housing
129695,1523,1250000,Housing
129695,1523,1250000,Housing
129695,1523,1250000,Housing
129695,1523,1250000,Housing
129695,1523,1250000,Housing
129695,1523,1250000,Housing
129695,1523,1250000,Housing
129695,1523,1250000,Housing
129695,1523,1250000,Housing
129695,1523,1250000,Housing
129695,1523,1250000,Housing
129695,1523,1250000,Housing
129695,1523,1250000,Housing
129695,1523,1250000,Housing
129695,1523,1250000,Housing
129695,1523,1250000,Housing
129695,1523,1250000,Housing
129695,1523,1250000,Housing
129695,1523,1250000,Housing
129695,1523,1250000,Housing
129695,1523,1250000,Housing
129695,1523,1250000,Housing
129695,1523,1250000,Housing
129695,1523,1250000,Housing
129695,1523,1250000,Housing
129695,1523,1250000,Housing
129695,1523,1250000,Housing
209512,1524,80000,Health
209512,1524,80000,Health
209512,1524,80000,Health
209512,1524,80000,Health
209512,1524,80000,Health
209512,1524,80000,Health
209512,1524,80000,Health
209512,1524,80000,Health
209512,1524,80000,Health
209512,1524,80000,Health
209512,1524,80000,Health
209512,1524,80000,Health
209512,1524,80000,Health
209512,1524,80000,Health
209512,1524,80000,Health
209512,1524,80000,Health
209512,1524,80000,Health
209512,1524,80000,Health
209512,1524,80000,Health
209512,1524,80000,Health
209512,1524,80000,Health
209512,1524,80000,Health
209512,1524,80000,Health
209512,1524,80000,Health
209512,1524,80000,Health
209512,1524,80000,Health
209512,1524,80000,Health
82169,1525,300000,Recreation
82169,1525,300000,Recreation
82169,1525,300000,Recreation
82169,1525,300000,Recreation
82169,1525,300000,Recreation
82169,1525,300000,Recreation
82169,1525,300000,Recreation
82169,1525,300000,Recreation
82169,1525,300000,Recreation
82169,1525,300000,Recreation
82169,1525,300000,Recreation
82169,1525,300000,Recreation
82169,1525,300000,Recreation
82169,1525,300000,Recreation
82169,1525,300000,Recreation
82169,1525,300000,Recreation
82169,1525,300000,Recreation
82169,1525,300000,Recreation
82169,1525,300000,Recreation
82169,1525,300000,Recreation
82169,1525,300000,Recreation
82169,1525,300000,Recreation
82169,1525,300000,Recreation
82169,1525,300000,Recreation
82169,1525,300000,Recreation
82169,1525,300000,Recreation
184316,1526,80000,Health
184316,1526,80000,Health
184316,1526,80000,Health
184316,1526,80000,Health
184316,1526,80000,Health
184316,1526,80000,Health
184316,1526,80000,Health
184316,1526,80000,Health
184316,1526,80000,Health
184316,1526,80000,Health
184316,1526,80000,Health
184316,1526,80000,Health
184316,1526,80000,Health
184316,1526,80000,Health
184316,1526,80000,Health
184316,1526,80000,Health
184316,1526,80000,Health
184316,1526,80000,Health
184316,1526,80000,Health
184316,1526,80000,Health
184316,1526,80000,Health
184316,1526,80000,Health
184316,1526,80000,Health
184316,1526,80000,Health
184316,1526,80000,Health
96701,1527,300000,Food
96701,1527,300000,Food
96701,1527,300000,Food
96701,1527,300000,Food
96701,1527,300000,Food
96701,1527,300000,Food
96701,1527,300000,Food
96701,1527,300000,Food
96701,1527,300000,Food
96701,1527,300000,Food
96701,1527,300000,Food
96701,1527,300000,Food
96701,1527,300000,Food
96701,1527,300000,Food
96701,1527,300000,Food
96701,1527,300000,Food
96701,1527,300000,Food
96701,1527,300000,Food
96701,1527,300000,Food
96701,1527,300000,Food
96701,1527,300000,Food
96701,1527,300000,Food
96701,1527,300000,Food
96701,1527,300000,Food
96701,1527,300000,Food
104941,1528,100000,Health
104941,1528,100000,Health
104941,1528,100000,Health
104941,1528,100000,Health
104941,1528,100000,Health
104941,1528,100000,Health
104941,1528,100000,Health
104941,1528,100000,Health
104941,1528,100000,Health
104941,1528,100000,Health
104941,1528,100000,Health
104941,1528,100000,Health
104941,1528,100000,Health
104941,1528,100000,Health
104941,1528,100000,Health
104941,1528,100000,Health
218589,1529,1250000,Savings
218589,1529,1250000,Savings
218589,1529,1250000,Savings
218589,1529,1250000,Savings
218589,1529,1250000,Savings
218589,1529,1250000,Savings
218589,1529,1250000,Savings
218589,1529,1250000,Savings
218589,1529,1250000,Savings
218589,1529,1250000,Savings
218589,1529,1250000,Savings
218589,1529,1250000,Savings
218589,1529,1250000,Savings
218589,1529,1250000,Savings
218589,1529,1250000,Savings
218589,1529,1250000,Savings
218589,1529,1250000,Savings
218589,1529,1250000,Savings
218589,1529,1250000,Savings
218589,1529,1250000,Savings
218589,1529,1250000,Savings
218589,1529,1250000,Savings
218589,1529,1250000,Savings
218589,1529,1250000,Savings
218589,1529,1250000,Savings
218589,1529,1250000,Savings
115716,1530,100000,Recreation
115716,1530,100000,Recreation
115716,1530,100000,Recreation
115716,1530,100000,Recreation
115716,1530,100000,Recreation
115716,1530,100000,Recreation
115716,1530,100000,Recreation
115716,1530,100000,Recreation
115716,1530,100000,Recreation
115716,1530,100000,Recreation
115716,1530,100000,Recreation
115716,1530,100000,Recreation
115716,1530,100000,Recreation
115716,1530,100000,Recreation
115716,1530,100000,Recreation
115716,1530,100000,Recreation
206348,1531,80000,Health
206348,1531,80000,Health
206348,1531,80000,Health
206348,1531,80000,Health
206348,1531,80000,Health
206348,1531,80000,Health
206348,1531,80000,Health
206348,1531,80000,Health
206348,1531,80000,Health
206348,1531,80000,Health
206348,1531,80000,Health
206348,1531,80000,Health
206348,1531,80000,Health
206348,1531,80000,Health
206348,1531,80000,Health
206348,1531,80000,Health
206348,1531,80000,Health
206348,1531,80000,Health
206348,1531,80000,Health
206348,1531,80000,Health
206348,1531,80000,Health
206348,1531,80000,Health
248196,1532,1250000,Uncategorized
248196,1532,1250000,Uncategorized
248196,1532,1250000,Uncategorized
51159,1533,300000,Recreation
51159,1533,300000,Recreation
51159,1533,300000,Recreation
51159,1533,300000,Recreation
51159,1533,300000,Recreation
51159,1533,300000,Recreation
51159,1533,300000,Recreation
51159,1533,300000,Recreation
51159,1533,300000,Recreation
51159,1533,300000,Recreation
51159,1533,300000,Recreation
51159,1533,300000,Recreation
51159,1533,300000,Recreation
51159,1533,300000,Recreation
51159,1533,300000,Recreation
51159,1533,300000,Recreation
51159,1533,300000,Recreation
51159,1533,300000,Recreation
51159,1533,300000,Recreation
124580,1534,1250000,Health
124580,1534,1250000,Health
124580,1534,1250000,Health
124580,1534,1250000,Health
124580,1534,1250000,Health
124580,1534,1250000,Health
124580,1534,1250000,Health
124580,1534,1250000,Health
124580,1534,1250000,Health
124580,1534,1250000,Health
124580,1534,1250000,Health
124580,1534,1250000,Health
124580,1534,1250000,Health
124580,1534,1250000,Health
124580,1534,1250000,Health
124580,1534,1250000,Health
124580,1534,1250000,Health
124580,1534,1250000,Health
124580,1534,1250000,Health
124580,1534,1250000,Health
124580,1534,1250000,Health
124580,1534,1250000,Health
124580,1534,1250000,Health
124580,1534,1250000,Health
124580,1534,1250000,Health
144308,1535,1250000,Housing
144308,1535,1250000,Housing
144308,1535,1250000,Housing
144308,1535,1250000,Housing
144308,1535,1250000,Housing
144308,1535,1250000,Housing
144308,1535,1250000,Housing
144308,1535,1250000,Housing
144308,1535,1250000,Housing
144308,1535,1250000,Housing
144308,1535,1250000,Housing
144308,1535,1250000,Housing
144308,1535,1250000,Housing
144308,1535,1250000,Housing
144308,1535,1250000,Housing
144308,1535,1250000,Housing
144308,1535,1250000,Housing
144308,1535,1250000,Housing
144308,1535,1250000,Housing
144308,1535,1250000,Housing
144308,1535,1250000,Housing
144308,1535,1250000,Housing
144308,1535,1250000,Housing
144308,1535,1250000,Housing
144308,1535,1250000,Housing
144308,1535,1250000,Housing
144308,1535,1250000,Housing
144308,1535,1250000,Housing
144308,1535,1250000,Housing
144308,1535,1250000,Housing
88792,1536,300000,Personal
88792,1536,300000,Personal
88792,1536,300000,Personal
88792,1536,300000,Personal
88792,1536,300000,Personal
88792,1536,300000,Personal
88792,1536,300000,Personal
88792,1536,300000,Personal
88792,1536,300000,Personal
88792,1536,300000,Personal
88792,1536,300000,Personal
88792,1536,300000,Personal
88792,1536,300000,Personal
88792,1536,300000,Personal
88792,1536,300000,Personal
88792,1536,300000,Personal
88792,1536,300000,Personal
88792,1536,300000,Personal
88792,1536,300000,Personal
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
234108,1537,1250000,Uncategorized
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
228379,1538,1250000,Savings
151216,1539,150000,Health
151216,1539,150000,Health
151216,1539,150000,Health
151216,1539,150000,Health
151216,1539,150000,Health
151216,1539,150000,Health
151216,1539,150000,Health
151216,1539,150000,Health
151216,1539,150000,Health
151216,1539,150000,Health
151216,1539,150000,Health
151216,1539,150000,Health
151216,1539,150000,Health
151216,1539,150000,Health
151216,1539,150000,Health
151216,1539,150000,Health
151216,1539,150000,Health
151216,1539,150000,Health
151216,1539,150000,Health
151216,1539,150000,Health
151216,1539,150000,Health
151216,1539,150000,Health
151216,1539,150000,Health
151216,1539,150000,Health
151216,1539,150000,Health
197070,1540,80000,Transportaion
197070,1540,80000,Transportaion
197070,1540,80000,Transportaion
197070,1540,80000,Transportaion
197070,1540,80000,Transportaion
197070,1540,80000,Transportaion
197070,1540,80000,Transportaion
197070,1540,80000,Transportaion
197070,1540,80000,Transportaion
197070,1540,80000,Transportaion
197070,1540,80000,Transportaion
197070,1540,80000,Transportaion
197070,1540,80000,Transportaion
197070,1540,80000,Transportaion
197070,1540,80000,Transportaion
197070,1540,80000,Transportaion
197070,1540,80000,Transportaion
197070,1540,80000,Transportaion
197070,1540,80000,Transportaion
197070,1540,80000,Transportaion
197070,1540,80000,Transportaion
197070,1540,80000,Transportaion
197070,1540,80000,Transportaion
197070,1540,80000,Transportaion
197070,1540,80000,Transportaion
197070,1540,80000,Transportaion
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
120833,1541,100000,Recreation
106328,1542,100000,Utilities
106328,1542,100000,Utilities
106328,1542,100000,Utilities
106328,1542,100000,Utilities
106328,1542,100000,Utilities
106328,1542,100000,Utilities
106328,1542,100000,Utilities
106328,1542,100000,Utilities
106328,1542,100000,Utilities
106328,1542,100000,Utilities
106328,1542,100000,Utilities
106328,1542,100000,Utilities
106328,1542,100000,Utilities
106328,1542,100000,Utilities
106328,1542,100000,Utilities
106328,1542,100000,Utilities
163711,1543,180000,Utilities
163711,1543,180000,Utilities
163711,1543,180000,Utilities
163711,1543,180000,Utilities
163711,1543,180000,Utilities
163711,1543,180000,Utilities
163711,1543,180000,Utilities
163711,1543,180000,Utilities
163711,1543,180000,Utilities
163711,1543,180000,Utilities
219318,1544,1250000,Uncategorized
219318,1544,1250000,Uncategorized
219318,1544,1250000,Uncategorized
219318,1544,1250000,Uncategorized
219318,1544,1250000,Uncategorized
219318,1544,1250000,Uncategorized
219318,1544,1250000,Uncategorized
219318,1544,1250000,Uncategorized
219318,1544,1250000,Uncategorized
219318,1544,1250000,Uncategorized
219318,1544,1250000,Uncategorized
219318,1544,1250000,Uncategorized
219318,1544,1250000,Uncategorized
219318,1544,1250000,Uncategorized
219318,1544,1250000,Uncategorized
219318,1544,1250000,Uncategorized
219318,1544,1250000,Uncategorized
219318,1544,1250000,Uncategorized
219318,1544,1250000,Uncategorized
219318,1544,1250000,Uncategorized
219318,1544,1250000,Uncategorized
219318,1544,1250000,Uncategorized
219318,1544,1250000,Uncategorized
219318,1544,1250000,Uncategorized
219318,1544,1250000,Uncategorized
79897,1545,300000,Recreation
79897,1545,300000,Recreation
79897,1545,300000,Recreation
79897,1545,300000,Recreation
79897,1545,300000,Recreation
79897,1545,300000,Recreation
79897,1545,300000,Recreation
79897,1545,300000,Recreation
79897,1545,300000,Recreation
79897,1545,300000,Recreation
79897,1545,300000,Recreation
79897,1545,300000,Recreation
79897,1545,300000,Recreation
79897,1545,300000,Recreation
79897,1545,300000,Recreation
79897,1545,300000,Recreation
79897,1545,300000,Recreation
79897,1545,300000,Recreation
79897,1545,300000,Recreation
79897,1545,300000,Recreation
79897,1545,300000,Recreation
79897,1545,300000,Recreation
79897,1545,300000,Recreation
79897,1545,300000,Recreation
79897,1545,300000,Recreation
79897,1545,300000,Recreation
223938,1546,750000,Transportaion
223938,1546,750000,Transportaion
223938,1546,750000,Transportaion
135076,1547,1250000,Food
135076,1547,1250000,Food
135076,1547,1250000,Food
135076,1547,1250000,Food
135076,1547,1250000,Food
135076,1547,1250000,Food
135076,1547,1250000,Food
135076,1547,1250000,Food
148765,1548,150000,Food
148765,1548,150000,Food
151411,1549,1250000,Food
151411,1549,1250000,Food
151411,1549,1250000,Food
151411,1549,1250000,Food
151411,1549,1250000,Food
151411,1549,1250000,Food
151411,1549,1250000,Food
151411,1549,1250000,Food
151411,1549,1250000,Food
151411,1549,1250000,Food
151411,1549,1250000,Food
151411,1549,1250000,Food
151411,1549,1250000,Food
151411,1549,1250000,Food
151411,1549,1250000,Food
151411,1549,1250000,Food
151411,1549,1250000,Food
199848,1550,750000,Savings
199848,1550,750000,Savings
199848,1550,750000,Savings
199848,1550,750000,Savings
199848,1550,750000,Savings
199848,1550,750000,Savings
199848,1550,750000,Savings
199848,1550,750000,Savings
199848,1550,750000,Savings
199848,1550,750000,Savings
199848,1550,750000,Savings
199848,1550,750000,Savings
199848,1550,750000,Savings
199848,1550,750000,Savings
199848,1550,750000,Savings
199848,1550,750000,Savings
223780,1551,1250000,Giving
156422,1552,150000,Personal
156422,1552,150000,Personal
156422,1552,150000,Personal
156422,1552,150000,Personal
156422,1552,150000,Personal
156422,1552,150000,Personal
156422,1552,150000,Personal
156422,1552,150000,Personal
156422,1552,150000,Personal
156422,1552,150000,Personal
156422,1552,150000,Personal
156422,1552,150000,Personal
156422,1552,150000,Personal
156422,1552,150000,Personal
156422,1552,150000,Personal
156422,1552,150000,Personal
156422,1552,150000,Personal
163855,1553,150000,Personal
163855,1553,150000,Personal
163855,1553,150000,Personal
163855,1553,150000,Personal
163855,1553,150000,Personal
163855,1553,150000,Personal
163855,1553,150000,Personal
163855,1553,150000,Personal
163855,1553,150000,Personal
163855,1553,150000,Personal
163855,1553,150000,Personal
60623,1554,300000,Recreation
60623,1554,300000,Recreation
60623,1554,300000,Recreation
60623,1554,300000,Recreation
60623,1554,300000,Recreation
60623,1554,300000,Recreation
60623,1554,300000,Recreation
60623,1554,300000,Recreation
60623,1554,300000,Recreation
60623,1554,300000,Recreation
60623,1554,300000,Recreation
60623,1554,300000,Recreation
60623,1554,300000,Recreation
60623,1554,300000,Recreation
60623,1554,300000,Recreation
60623,1554,300000,Recreation
60623,1554,300000,Recreation
60623,1554,300000,Recreation
60623,1554,300000,Recreation
60623,1554,300000,Recreation
60623,1554,300000,Recreation
60623,1554,300000,Recreation
60623,1554,300000,Recreation
60623,1554,300000,Recreation
60623,1554,300000,Recreation
60623,1554,300000,Recreation
60623,1554,300000,Recreation
60623,1554,300000,Recreation
60623,1554,300000,Recreation
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
154009,1555,150000,Food
135989,1556,1250000,Recreation
135989,1556,1250000,Recreation
135989,1556,1250000,Recreation
135989,1556,1250000,Recreation
135989,1556,1250000,Recreation
135989,1556,1250000,Recreation
135989,1556,1250000,Recreation
135989,1556,1250000,Recreation
135989,1556,1250000,Recreation
135989,1556,1250000,Recreation
135989,1556,1250000,Recreation
135989,1556,1250000,Recreation
135989,1556,1250000,Recreation
135989,1556,1250000,Recreation
135989,1556,1250000,Recreation
135989,1556,1250000,Recreation
135989,1556,1250000,Recreation
135989,1556,1250000,Recreation
135989,1556,1250000,Recreation
135989,1556,1250000,Recreation
135989,1556,1250000,Recreation
135989,1556,1250000,Recreation
135989,1556,1250000,Recreation
135989,1556,1250000,Recreation
55621,1557,300000,Recreation
55621,1557,300000,Recreation
55621,1557,300000,Recreation
55621,1557,300000,Recreation
55621,1557,300000,Recreation
55621,1557,300000,Recreation
55621,1557,300000,Recreation
55621,1557,300000,Recreation
55621,1557,300000,Recreation
55621,1557,300000,Recreation
55621,1557,300000,Recreation
55621,1557,300000,Recreation
55621,1557,300000,Recreation
55621,1557,300000,Recreation
55621,1557,300000,Recreation
55621,1557,300000,Recreation
55621,1557,300000,Recreation
55621,1557,300000,Recreation
55621,1557,300000,Recreation
55621,1557,300000,Recreation
55621,1557,300000,Recreation
55621,1557,300000,Recreation
55621,1557,300000,Recreation
55621,1557,300000,Recreation
55621,1557,300000,Recreation
55621,1557,300000,Recreation
55621,1557,300000,Recreation
55621,1557,300000,Recreation
55621,1557,300000,Recreation
203530,1558,80000,Transportaion
203530,1558,80000,Transportaion
203530,1558,80000,Transportaion
203530,1558,80000,Transportaion
203530,1558,80000,Transportaion
203530,1558,80000,Transportaion
203530,1558,80000,Transportaion
203530,1558,80000,Transportaion
203530,1558,80000,Transportaion
203530,1558,80000,Transportaion
203530,1558,80000,Transportaion
203530,1558,80000,Transportaion
203530,1558,80000,Transportaion
203530,1558,80000,Transportaion
203530,1558,80000,Transportaion
203530,1558,80000,Transportaion
203530,1558,80000,Transportaion
203530,1558,80000,Transportaion
203530,1558,80000,Transportaion
203530,1558,80000,Transportaion
203530,1558,80000,Transportaion
203530,1558,80000,Transportaion
203530,1558,80000,Transportaion
203530,1558,80000,Transportaion
203530,1558,80000,Transportaion
203530,1558,80000,Transportaion
203530,1558,80000,Transportaion
203530,1558,80000,Transportaion
196566,1559,80000,Savings
196566,1559,80000,Savings
196566,1559,80000,Savings
196566,1559,80000,Savings
196566,1559,80000,Savings
196566,1559,80000,Savings
196566,1559,80000,Savings
229043,1560,750000,Health
229043,1560,750000,Health
229043,1560,750000,Health
229043,1560,750000,Health
229043,1560,750000,Health
229043,1560,750000,Health
229043,1560,750000,Health
229043,1560,750000,Health
229043,1560,750000,Health
229043,1560,750000,Health
229043,1560,750000,Health
229043,1560,750000,Health
229043,1560,750000,Health
229043,1560,750000,Health
229043,1560,750000,Health
229043,1560,750000,Health
229043,1560,750000,Health
229043,1560,750000,Health
229043,1560,750000,Health
229043,1560,750000,Health
229043,1560,750000,Health
229043,1560,750000,Health
229043,1560,750000,Health
229043,1560,750000,Health
229043,1560,750000,Health
100263,1561,300000,Recreation
100263,1561,300000,Recreation
100263,1561,300000,Recreation
100263,1561,300000,Recreation
100263,1561,300000,Recreation
100263,1561,300000,Recreation
100263,1561,300000,Recreation
100263,1561,300000,Recreation
100263,1561,300000,Recreation
100263,1561,300000,Recreation
100263,1561,300000,Recreation
100263,1561,300000,Recreation
100263,1561,300000,Recreation
100263,1561,300000,Recreation
100263,1561,300000,Recreation
166448,1562,150000,Food
166448,1562,150000,Food
166448,1562,150000,Food
166448,1562,150000,Food
166448,1562,150000,Food
166448,1562,150000,Food
166448,1562,150000,Food
166448,1562,150000,Food
166448,1562,150000,Food
166448,1562,150000,Food
166448,1562,150000,Food
166448,1562,150000,Food
166448,1562,150000,Food
166448,1562,150000,Food
166448,1562,150000,Food
166448,1562,150000,Food
166448,1562,150000,Food
166448,1562,150000,Food
166448,1562,150000,Food
166448,1562,150000,Food
166448,1562,150000,Food
166448,1562,150000,Food
166448,1562,150000,Food
166448,1562,150000,Food
166448,1562,150000,Food
166448,1562,150000,Food
166448,1562,150000,Food
166448,1562,150000,Food
102600,1563,100000,Food
102600,1563,100000,Food
102600,1563,100000,Food
102600,1563,100000,Food
102600,1563,100000,Food
102600,1563,100000,Food
102600,1563,100000,Food
102600,1563,100000,Food
102600,1563,100000,Food
102600,1563,100000,Food
102600,1563,100000,Food
102600,1563,100000,Food
102600,1563,100000,Food
102600,1563,100000,Food
102600,1563,100000,Food
102600,1563,100000,Food
102600,1563,100000,Food
102600,1563,100000,Food
102600,1563,100000,Food
102600,1563,100000,Food
102600,1563,100000,Food
102600,1563,100000,Food
102600,1563,100000,Food
102600,1563,100000,Food
102600,1563,100000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
138195,1564,1250000,Food
127766,1565,1250000,Utilities
127766,1565,1250000,Utilities
127766,1565,1250000,Utilities
127766,1565,1250000,Utilities
127766,1565,1250000,Utilities
127766,1565,1250000,Utilities
127766,1565,1250000,Utilities
127766,1565,1250000,Utilities
127766,1565,1250000,Utilities
127766,1565,1250000,Utilities
127766,1565,1250000,Utilities
127766,1565,1250000,Utilities
241088,1566,1250000,Savings
241088,1566,1250000,Savings
241088,1566,1250000,Savings
241088,1566,1250000,Savings
241088,1566,1250000,Savings
241088,1566,1250000,Savings
241088,1566,1250000,Savings
241088,1566,1250000,Savings
241088,1566,1250000,Savings
241088,1566,1250000,Savings
241088,1566,1250000,Savings
241088,1566,1250000,Savings
241088,1566,1250000,Savings
241088,1566,1250000,Savings
241088,1566,1250000,Savings
241088,1566,1250000,Savings
241088,1566,1250000,Savings
241088,1566,1250000,Savings
241088,1566,1250000,Savings
241088,1566,1250000,Savings
241088,1566,1250000,Savings
241088,1566,1250000,Savings
241088,1566,1250000,Savings
250344,1567,1250000,Uncategorized
250344,1567,1250000,Uncategorized
250344,1567,1250000,Uncategorized
250344,1567,1250000,Uncategorized
250344,1567,1250000,Uncategorized
250344,1567,1250000,Uncategorized
250344,1567,1250000,Uncategorized
250344,1567,1250000,Uncategorized
250344,1567,1250000,Uncategorized
250344,1567,1250000,Uncategorized
250344,1567,1250000,Uncategorized
250344,1567,1250000,Uncategorized
250344,1567,1250000,Uncategorized
250344,1567,1250000,Uncategorized
250344,1567,1250000,Uncategorized
250344,1567,1250000,Uncategorized
250344,1567,1250000,Uncategorized
250344,1567,1250000,Uncategorized
250344,1567,1250000,Uncategorized
250344,1567,1250000,Uncategorized
250344,1567,1250000,Uncategorized
250344,1567,1250000,Uncategorized
250344,1567,1250000,Uncategorized
250344,1567,1250000,Uncategorized
250344,1567,1250000,Uncategorized
250344,1567,1250000,Uncategorized
250344,1567,1250000,Uncategorized
250344,1567,1250000,Uncategorized
250344,1567,1250000,Uncategorized
198875,1568,750000,Giving
198875,1568,750000,Giving
198875,1568,750000,Giving
198875,1568,750000,Giving
198875,1568,750000,Giving
198875,1568,750000,Giving
198875,1568,750000,Giving
198875,1568,750000,Giving
198875,1568,750000,Giving
198875,1568,750000,Giving
198875,1568,750000,Giving
198875,1568,750000,Giving
198875,1568,750000,Giving
198875,1568,750000,Giving
198875,1568,750000,Giving
198875,1568,750000,Giving
198875,1568,750000,Giving
198875,1568,750000,Giving
198875,1568,750000,Giving
198875,1568,750000,Giving
198875,1568,750000,Giving
198875,1568,750000,Giving
198875,1568,750000,Giving
198875,1568,750000,Giving
84814,1569,300000,Food
84814,1569,300000,Food
84814,1569,300000,Food
84814,1569,300000,Food
84814,1569,300000,Food
84814,1569,300000,Food
84814,1569,300000,Food
84814,1569,300000,Food
