ACTIVITY_FEES,COMMUNICATIONS_AND_IT_EXPENSE,CUSTOMER_ID,END_DATE,INTEREST_EXPENSE,INTEREST_INCOME,LAST_CUSTOMER_REPLIED_TO_OFFER_INDICATOR,LAST_CUSTOMER_REPLY_TIME,LAST_INBOUND_COMMUNICATION_DATE,LAST_INBOUND_COMMUNICATION_ID,LAST_OUTBOUND_COMMUNICATION_DATE,LAST_OUTBOUND_COMMUNICATION_ID,LAST_PRODUCT_OFFER_CAMPAIGN,LAST_PRODUCT_OFFER_DATE,MANAGEMENT_FEES,OTHER_NON_INTEREST_EXPENSE,OTHER_NON_INTEREST_INCOME,PRODUCT_ID,PRODUCT_OFFERED_INDICATOR,PRODUCT_OWNED_INDICATOR,SENTIMENT_SCORE,START_DATE,STATUS,STATUS_DATE,STATUS_REASON,WAIVED_FEES,WAIVED_INTEREST_EXPENSE,WAIVED_INTEREST_INCOME,WAIVED_NON_INTEREST_EXPENSE, ,  
16064.44322,147.4275861,1391,31/12/2017,625.4273351,490.5369101,TRUE,16,22/12/2017,116590,22/12/2017,140984,Now Prove It,22/12/2017,491.1278283,60.92020548,589.8954771,FinancialPlan,TRUE,TRUE,4,01/12/2017,Active,22/12/2017,Active Client,0,865.3359434,389.4750643,891.3879727,,
16064.44322,592.2690985,1391,31/12/2017,968.3105198,52.53545133,TRUE,47,22/12/2017,71497,22/12/2017,54464,Now Prove It,22/12/2017,430.1398616,920.40327,998.8026374,RetirementBasic,TRUE,TRUE,5,01/12/2017,Active,22/12/2017,Active Client,0,585.7779805,52.03724772,648.2897636,,
14366.32773,296.7574691,1392,28/02/2018,393.7584268,304.3817368,FALSE,0,,92455,,123769,,09/06/2017,124.8598034,538.3798399,322.5249368,Cash,TRUE,FALSE,0,01/02/2018,Inactive,03/02/2018,Inactive Client,0,80.6634735,218.3077458,947.3835139,,
14366.32773,266.8634345,1392,28/02/2018,304.7014643,881.9830226,FALSE,0,,46125,,66061,,28/08/2016,876.8441422,210.8723263,548.0731654,Brokerage,TRUE,FALSE,0,01/02/2018,Inactive,03/02/2018,Inactive Client,0,207.9792559,558.7974404,727.3489731,,
14366.32773,272.8789954,1392,28/02/2018,839.4360646,652.4318744,TRUE,128,,70442,,64944,,09/11/2017,832.2323025,820.9002086,309.7674346,Savings,TRUE,FALSE,4,01/02/2018,Inactive,03/02/2018,Inactive Client,0,544.4973441,738.7151638,827.5678218,,
14366.32773,568.5236018,1392,28/02/2018,796.2262214,797.9364524,FALSE,0,,108472,,69364,,05/04/2016,75.87530125,766.5104761,705.5144261,Education,TRUE,FALSE,0,01/02/2018,Inactive,03/02/2018,Inactive Client,0,37.08983681,93.91298266,855.6391188,,
14366.32773,278.0165603,1392,28/02/2018,338.4729212,910.8876509,TRUE,42,04/02/2016,132253,04/02/2016,99704,More Generous Investing,04/02/2016,247.2213184,81.58109358,960.0736157,FinancialPlan,TRUE,TRUE,5,01/02/2018,Active,03/02/2018,Active Client,0,910.1153458,348.8480634,502.2344418,,
14366.32773,667.3611796,1392,28/02/2018,118.5095487,59.69295467,FALSE,0,,48589,,57741,,29/07/2017,11.96941185,843.5354777,837.4168901,RetirementBrokerage,TRUE,FALSE,5,01/02/2018,Inactive,03/02/2018,Inactive Client,0,934.7751487,420.8849766,782.9264037,,
14366.32773,472.029338,1392,28/02/2018,587.0257522,833.4315196,TRUE,45,04/02/2016,105513,04/02/2016,100685,Now Prove It,04/02/2016,783.1676601,300.2235788,347.6061343,RetirementPlan,TRUE,TRUE,0,01/02/2018,Active,03/02/2018,Active Client,0,518.2749432,967.2320983,376.4398196,,
14366.32773,515.6635715,1392,28/02/2018,714.1617336,603.8588704,TRUE,79,04/02/2016,126271,04/02/2016,94327,A Loan With A View,04/02/2016,664.0955436,612.6933003,370.1273157,ManagedPortfolio,TRUE,TRUE,2,01/02/2018,Active,03/02/2018,Active Client,0,9.310146103,853.8726612,927.8117713,,
19282.98216,106.6882151,1393,31/10/2017,851.5680993,593.9853918,TRUE,18,17/10/2017,140470,17/10/2017,126269,More Generous Investing,17/10/2017,793.5652653,843.5836627,669.6134558,Brokerage,TRUE,TRUE,0,01/10/2017,Active,17/10/2017,Active Client,0,700.4595201,954.4196822,143.2167591,,
19282.98216,418.9816398,1393,31/10/2017,306.1591183,842.0372061,TRUE,88,17/10/2017,86183,17/10/2017,95226,A Loan With A View,17/10/2017,508.2956766,966.7503423,700.5671148,Savings,TRUE,TRUE,2,01/10/2017,Active,17/10/2017,Active Client,0,669.1164748,698.3830033,64.40553238,,
19282.98216,156.0712515,1393,31/10/2017,711.6515545,354.0051796,FALSE,0,,128270,,89417,,23/03/2018,681.2945385,274.7134693,396.5029848,Education,TRUE,FALSE,5,01/10/2017,Inactive,17/10/2017,Inactive Client,0,654.5135605,489.0202441,606.1752931,,
19282.98216,764.4744068,1393,31/10/2017,259.8602746,643.5035914,TRUE,105,17/10/2017,89141,17/10/2017,100254,The Best Things in Life Are Not Fees,17/10/2017,810.4785011,403.0831283,758.1087415,FinancialPlan,TRUE,TRUE,1,01/10/2017,Active,17/10/2017,Active Client,0,991.1290069,294.2238723,645.7924799,,
19282.98216,198.9929412,1393,31/10/2017,955.4336816,244.1355428,TRUE,82,,83235,,125579,,14/04/2018,991.2881262,306.9038864,847.399272,RetirementBrokerage,TRUE,FALSE,0,01/10/2017,Inactive,17/10/2017,Inactive Client,0,713.8776891,576.4199177,533.3238205,,
19282.98216,913.1917624,1393,31/10/2017,306.1504576,487.4114445,FALSE,0,,89683,,104921,,06/06/2018,240.5523303,277.8678532,329.7876647,RetirementPlan,TRUE,FALSE,5,01/10/2017,Inactive,17/10/2017,Inactive Client,0,440.3167853,610.2365734,938.3151116,,
21968.81389,939.112294,1394,29/02/2016,521.0060344,439.531035,TRUE,103,28/02/2016,94231,28/02/2016,109784,Now Prove It,28/02/2016,242.5262424,840.3358618,211.158552,Savings,TRUE,TRUE,2,01/02/2016,Active,28/02/2016,Active Client,0,177.171188,462.7617575,657.5692611,,
21968.81389,920.9152365,1394,29/02/2016,893.569734,489.1628342,TRUE,98,28/02/2016,46745,28/02/2016,118956,Now Prove It,28/02/2016,47.48722369,760.4445226,300.0706506,RetirementBasic,TRUE,TRUE,3,01/02/2016,Active,28/02/2016,Active Client,0,551.2650775,621.106413,576.0245089,,
1851.605633,549.5373624,1395,30/09/2018,583.7665864,18.92942546,TRUE,71,14/09/2018,90217,14/09/2018,122594,Now Prove It,14/09/2018,303.9691052,87.92469213,457.0070992,Savings,TRUE,TRUE,2,01/09/2018,Active,14/09/2018,Active Client,0,8.820561082,901.7250803,485.1542174,,
1851.605633,259.9786923,1395,30/09/2018,346.4795477,610.1317905,FALSE,0,,131711,,76824,,25/09/2018,377.069611,104.8177254,101.5532975,Education,TRUE,FALSE,0,01/09/2018,Inactive,14/09/2018,Inactive Client,0,489.2622466,795.3426758,635.6520399,,
1851.605633,972.6063373,1395,30/09/2018,889.3067297,805.8139224,TRUE,148,14/09/2018,55530,14/09/2018,143208,The Best Things in Life Are Not Fees,14/09/2018,806.7728547,195.3823946,38.29869185,FinancialPlan,TRUE,TRUE,5,01/09/2018,Active,14/09/2018,Active Client,0,568.1329347,40.27717925,24.31852507,,
1851.605633,845.201385,1395,30/09/2018,995.1197802,224.7322297,TRUE,131,,47476,,123162,,18/09/2018,937.3147229,599.9554792,614.6538313,RetirementBrokerage,TRUE,FALSE,5,01/09/2018,Inactive,14/09/2018,Inactive Client,0,409.4754288,751.1085414,534.4812437,,
1851.605633,194.4944698,1395,30/09/2018,876.2182643,827.4769839,TRUE,10,14/09/2018,63688,14/09/2018,77931,More Generous Investing,14/09/2018,882.2733085,100.6541775,599.4966072,RetirementBasic,TRUE,TRUE,5,01/09/2018,Active,14/09/2018,Active Client,0,760.9402002,99.81807939,151.2880797,,
56258.87131,610.8793058,1396,31/12/2017,158.5727791,472.1114701,FALSE,0,,142238,,63872,,12/03/2018,968.8980878,313.2717686,638.0836544,Cash,TRUE,FALSE,4,01/12/2017,Inactive,22/12/2017,Inactive Client,0,231.8687996,122.0701398,358.3094047,,
56258.87131,949.2793902,1396,31/12/2017,779.0711888,250.3836528,TRUE,4,22/12/2017,71447,22/12/2017,76994,More Generous Investing,22/12/2017,661.9403205,624.223155,89.44897431,Brokerage,TRUE,TRUE,1,01/12/2017,Active,22/12/2017,Active Client,0,613.4308137,556.2829653,148.9801917,,
56258.87131,621.7809232,1396,31/12/2017,923.47856,390.3021018,TRUE,58,22/12/2017,94847,22/12/2017,90738,Wealth Comes in Many Forms,22/12/2017,654.4046138,992.7534001,666.5142537,Savings,TRUE,TRUE,0,01/12/2017,Active,22/12/2017,Active Client,0,615.5500865,81.50199514,11.43175168,,
56258.87131,462.4680737,1396,31/12/2017,240.2486192,368.8194615,FALSE,0,,94145,,77670,,04/01/2018,477.7347226,991.1209461,869.0668374,Education,TRUE,FALSE,5,01/12/2017,Inactive,22/12/2017,Inactive Client,0,228.2493793,409.8931201,38.14872243,,
56258.87131,979.1105231,1396,31/12/2017,994.5576715,456.2161358,TRUE,61,22/12/2017,109653,22/12/2017,50729,Wealth Comes in Many Forms,22/12/2017,791.0807103,52.58213039,266.2783178,FinancialPlan,TRUE,TRUE,3,01/12/2017,Active,22/12/2017,Active Client,0,233.7666254,444.5782062,893.6399193,,
56258.87131,965.8634945,1396,31/12/2017,265.8845274,495.1513605,FALSE,0,,79862,,80657,,19/05/2018,110.438591,221.1274189,412.9156688,RetirementBrokerage,TRUE,FALSE,4,01/12/2017,Inactive,22/12/2017,Inactive Client,0,745.8772876,809.5491346,123.4324227,,
26709.86304,356.4324872,1397,30/09/2017,334.6894907,202.9452418,TRUE,24,03/09/2017,63386,03/09/2017,112794,More Generous Investing,03/09/2017,777.5042536,878.5113049,454.0901797,Cash,TRUE,TRUE,0,01/09/2017,Active,03/09/2017,Active Client,0,420.0179364,362.5765973,986.1860113,,
26709.86304,7.107658187,1397,30/09/2017,547.4200254,40.43705117,TRUE,130,03/09/2017,82132,03/09/2017,111421,A Loan With A View,03/09/2017,307.0277673,916.3860122,977.5172269,Brokerage,TRUE,TRUE,2,01/09/2017,Active,03/09/2017,Active Client,0,821.3801123,685.6518058,928.6013477,,
26709.86304,387.4774393,1397,30/09/2017,246.6559421,294.175192,FALSE,0,,124062,,119301,,08/10/2017,776.9443733,704.625057,130.3685555,Savings,TRUE,FALSE,2,01/09/2017,Inactive,03/09/2017,Inactive Client,0,101.7035436,929.9014319,388.390026,,
26709.86304,653.6765134,1397,30/09/2017,532.9237466,704.8137418,TRUE,121,,91023,,97379,,24/08/2018,70.66726447,39.34071388,89.62823867,Education,TRUE,FALSE,1,01/09/2017,Inactive,03/09/2017,Inactive Client,0,371.8436574,820.4437686,886.6583231,,
31591.34007,19.78808351,1398,30/04/2016,565.9273471,290.1179689,TRUE,13,24/04/2016,58660,24/04/2016,56684,More Generous Investing,24/04/2016,629.4614927,486.4277462,164.2450109,RetirementBrokerage,TRUE,TRUE,3,01/04/2016,Active,24/04/2016,Active Client,0,445.280662,105.4818271,421.8755615,,
31591.34007,546.3010314,1398,30/04/2016,561.852093,268.4294737,TRUE,75,24/04/2016,69441,24/04/2016,69072,Now Prove It,24/04/2016,126.1498129,473.2105778,823.3878961,RetirementPlan,TRUE,TRUE,0,01/04/2016,Active,24/04/2016,Active Client,0,398.6610767,830.2994938,345.1429825,,
31591.34007,84.14345275,1398,30/04/2016,995.5244607,408.1401879,FALSE,0,,111545,,102437,,28/04/2018,248.5541572,305.9861276,124.2194576,ManagedPortfolio,TRUE,FALSE,4,01/04/2016,Inactive,24/04/2016,Inactive Client,0,929.2847647,164.8466283,717.3174418,,
31591.34007,106.81003,1398,30/04/2016,647.7389426,586.6586531,TRUE,48,24/04/2016,87670,24/04/2016,133754,Now Prove It,24/04/2016,775.746552,750.7513446,802.2905474,RetirementBasic,TRUE,TRUE,0,01/04/2016,Active,24/04/2016,Active Client,0,512.6355989,77.50020314,633.9612778,,
15595.53098,801.7451583,1399,31/07/2016,83.50654936,201.6673994,TRUE,137,,128421,,104355,,28/10/2017,925.8585729,664.9401135,992.8838444,Cash,TRUE,FALSE,1,01/07/2016,Inactive,23/07/2016,Inactive Client,0,181.279903,876.3092417,928.5889646,,
15595.53098,152.7499537,1399,31/07/2016,765.9544393,284.9924458,FALSE,0,,113385,,87457,,06/03/2017,514.7971733,921.3573428,62.75635672,Brokerage,TRUE,FALSE,1,01/07/2016,Inactive,23/07/2016,Inactive Client,0,887.2518654,55.26763874,161.811804,,
15595.53098,435.2904506,1399,31/07/2016,3.831484376,197.1897071,FALSE,0,,96709,,83068,,15/02/2018,641.3159274,579.1981395,117.4154904,Savings,TRUE,FALSE,5,01/07/2016,Inactive,23/07/2016,Inactive Client,0,559.4374381,138.5753689,716.5783042,,
15595.53098,837.4977438,1399,31/07/2016,588.2226321,728.6075243,FALSE,0,,135186,,97235,,25/07/2016,704.7940648,794.0641493,205.3315554,Education,TRUE,FALSE,0,01/07/2016,Inactive,23/07/2016,Inactive Client,0,456.6307814,632.2638053,888.0952092,,
15595.53098,429.6273377,1399,31/07/2016,415.7441369,692.7064425,TRUE,45,23/07/2016,131612,23/07/2016,73535,Now Prove It,23/07/2016,48.77648591,270.0609132,397.8755924,FinancialPlan,TRUE,TRUE,1,01/07/2016,Active,23/07/2016,Active Client,0,717.0552498,994.2676977,874.8373823,,
15595.53098,499.9114745,1399,31/07/2016,558.9792676,6.783287283,FALSE,0,,116206,,62509,,23/11/2016,212.349481,620.4126797,921.2670661,RetirementBrokerage,TRUE,FALSE,2,01/07/2016,Inactive,23/07/2016,Inactive Client,0,177.3290333,599.5325778,806.968117,,
32911.35133,731.1903533,1400,31/08/2016,853.0252412,573.3735,TRUE,14,24/08/2016,66278,24/08/2016,143880,More Generous Investing,24/08/2016,91.73658084,61.19890071,228.1094672,Brokerage,TRUE,TRUE,4,01/08/2016,Active,24/08/2016,Active Client,0,60.52931685,717.8834097,536.2557019,,
32911.35133,935.4268965,1400,31/08/2016,392.2831677,109.8494575,TRUE,47,24/08/2016,76020,24/08/2016,134082,Wealth Comes in Many Forms,24/08/2016,378.1663438,919.8168747,604.2892047,Savings,TRUE,TRUE,2,01/08/2016,Active,24/08/2016,Active Client,0,817.3352164,694.0599063,982.1896009,,
32911.35133,742.2442414,1400,31/08/2016,26.81059275,936.6855672,TRUE,147,,75523,,117783,,30/10/2016,248.1591239,548.250719,85.74285916,Education,TRUE,FALSE,4,01/08/2016,Inactive,24/08/2016,Inactive Client,0,452.3407106,995.8249293,441.9921831,,
32911.35133,265.1800862,1400,31/08/2016,915.2786052,957.2930445,TRUE,67,24/08/2016,143456,24/08/2016,137090,Wealth Comes in Many Forms,24/08/2016,188.5417918,979.9980113,230.836768,FinancialPlan,TRUE,TRUE,0,01/08/2016,Active,24/08/2016,Active Client,0,108.7862426,308.0488491,575.5212435,,
32911.35133,212.1017941,1400,31/08/2016,475.7473317,736.261106,FALSE,0,,62382,,140692,,29/04/2017,460.7382786,53.12380614,283.5053861,RetirementBrokerage,TRUE,FALSE,2,01/08/2016,Inactive,24/08/2016,Inactive Client,0,608.7119915,263.043497,580.0157306,,
32911.35133,24.78224926,1400,31/08/2016,583.6666597,583.7108139,TRUE,142,,51709,,45739,,01/04/2018,562.0428936,497.5933972,174.827197,RetirementPlan,TRUE,FALSE,2,01/08/2016,Inactive,24/08/2016,Inactive Client,0,229.7111023,681.1071147,388.8310113,,
32911.35133,457.3515552,1400,31/08/2016,491.0750811,644.1440716,FALSE,0,,62063,,109255,,21/06/2018,634.2262187,980.2299025,135.5156521,ManagedPortfolio,TRUE,FALSE,4,01/08/2016,Inactive,24/08/2016,Inactive Client,0,771.5572429,8.339890323,373.248628,,
32911.35133,594.6735774,1400,31/08/2016,82.51120404,395.8148412,FALSE,0,,50886,,130654,,04/08/2018,977.138915,227.7102363,917.3530331,RetirementBasic,TRUE,FALSE,4,01/08/2016,Inactive,24/08/2016,Inactive Client,0,855.8770782,602.3590569,845.4340483,,
1025.757312,454.1515951,1401,31/03/2018,839.4256857,674.8092928,TRUE,48,07/03/2016,66439,07/03/2016,68663,Now Prove It,07/03/2016,568.1110495,705.0151289,798.9163752,FinancialPlan,TRUE,TRUE,4,01/03/2018,Active,07/03/2018,Active Client,0,827.1121622,431.5965865,477.7424742,,
79930.20387,688.9574076,1402,30/09/2016,812.5287387,556.154993,TRUE,14,22/09/2016,51201,22/09/2016,86371,More Generous Investing,22/09/2016,621.3395685,689.25387,166.8983485,FinancialPlan,TRUE,TRUE,3,01/09/2016,Active,22/09/2016,Active Client,0,983.4238121,79.40954873,800.1790304,,
79930.20387,989.8285706,1402,30/09/2016,241.2671015,832.8897334,TRUE,83,22/09/2016,51999,22/09/2016,67819,Now Prove It,22/09/2016,632.1392079,693.1890645,782.5209661,RetirementBrokerage,TRUE,TRUE,0,01/09/2016,Active,22/09/2016,Active Client,0,186.0889953,185.9041816,394.4313254,,
79930.20387,272.2634424,1402,30/09/2016,924.5777088,38.49419326,TRUE,95,22/09/2016,86614,22/09/2016,136838,The Best Things in Life Are Not Fees,22/09/2016,43.35957847,763.3920673,210.8439367,RetirementPlan,TRUE,TRUE,0,01/09/2016,Active,22/09/2016,Active Client,0,415.5798664,586.3192747,845.6604717,,
34762.4068,439.0108901,1403,30/06/2017,668.493017,743.907358,TRUE,4,04/06/2017,90437,04/06/2017,96156,More Generous Investing,04/06/2017,878.8968982,498.0258124,754.2606355,RetirementBrokerage,TRUE,TRUE,5,01/06/2017,Active,04/06/2017,Active Client,0,482.6409291,527.1399092,451.3315636,,
34762.4068,985.0641328,1403,30/06/2017,79.9803962,275.1145639,TRUE,147,04/06/2017,111847,04/06/2017,84509,The Best Things in Life Are Not Fees,04/06/2017,203.4225266,511.204431,366.36858,RetirementPlan,TRUE,TRUE,3,01/06/2017,Active,04/06/2017,Active Client,0,712.0283067,207.5920724,403.9116314,,
34762.4068,553.9715516,1403,30/06/2017,120.9409924,558.3477647,TRUE,28,04/06/2017,138625,04/06/2017,116920,More Generous Investing,04/06/2017,746.5989702,21.58422272,783.4407826,RetirementBasic,TRUE,TRUE,1,01/06/2017,Active,04/06/2017,Active Client,0,793.4456738,880.2085868,637.4248479,,
42193.37327,952.8222894,1404,31/08/2016,90.39914698,516.8345509,TRUE,9,28/08/2016,80349,28/08/2016,70198,More Generous Investing,28/08/2016,120.1528623,211.9982075,462.0169057,Cash,TRUE,TRUE,3,01/08/2016,Active,28/08/2016,Active Client,0,766.2582168,463.4229975,867.7798891,,
42193.37327,573.253165,1404,31/08/2016,225.634174,37.20699445,TRUE,69,28/08/2016,125600,28/08/2016,104666,Now Prove It,28/08/2016,997.2665218,486.6126592,106.6632891,Savings,TRUE,TRUE,0,01/08/2016,Active,28/08/2016,Active Client,0,4.995022907,543.2292225,533.6910678,,
35389.85071,8.633485692,1405,30/06/2017,250.3717809,701.7922695,TRUE,83,16/06/2017,82466,16/06/2017,116981,More Generous Investing,16/06/2017,909.725291,345.5463035,789.3248313,Savings,TRUE,TRUE,4,01/06/2017,Active,16/06/2017,Active Client,0,472.8877118,468.0432835,280.01798,,
35389.85071,185.0794932,1405,30/06/2017,720.0815261,754.4915578,TRUE,116,16/06/2017,106595,16/06/2017,139319,A Loan With A View,16/06/2017,114.1172523,259.6178939,167.2471841,Education,TRUE,TRUE,4,01/06/2017,Active,16/06/2017,Active Client,0,704.1901485,765.6199549,815.0677884,,
35389.85071,454.6045768,1405,30/06/2017,759.2928929,394.8926319,TRUE,27,16/06/2017,83268,16/06/2017,71162,Now Prove It,16/06/2017,0.351374787,445.4392433,954.6135352,FinancialPlan,TRUE,TRUE,2,01/06/2017,Active,16/06/2017,Active Client,0,727.7089076,670.553761,169.5140855,,
35389.85071,727.4602276,1405,30/06/2017,935.9518473,1.330027849,FALSE,0,,58396,,71283,,18/07/2017,892.097116,209.4946927,887.670964,RetirementBrokerage,TRUE,FALSE,1,01/06/2017,Inactive,16/06/2017,Inactive Client,0,355.3595773,627.4623554,680.3897472,,
35389.85071,217.5158905,1405,30/06/2017,731.8950193,946.8725287,FALSE,0,,126922,,89634,,17/12/2017,0.537483893,713.8151382,992.2049691,RetirementPlan,TRUE,FALSE,1,01/06/2017,Inactive,16/06/2017,Inactive Client,0,978.3293499,588.2178095,623.9518345,,
35389.85071,234.2349691,1405,30/06/2017,938.304675,688.1590815,FALSE,0,,83347,,91613,,18/11/2017,353.7100426,214.018795,132.6230429,ManagedPortfolio,TRUE,FALSE,1,01/06/2017,Inactive,16/06/2017,Inactive Client,0,267.158503,110.1980819,664.7267744,,
35389.85071,977.4637772,1405,30/06/2017,739.0732742,965.2699965,TRUE,133,16/06/2017,127517,16/06/2017,125436,The Best Things in Life Are Not Fees,16/06/2017,253.1699955,381.4851113,699.7876635,RetirementBasic,TRUE,TRUE,0,01/06/2017,Active,16/06/2017,Active Client,0,478.4122067,725.0438995,313.3926287,,
44589.72212,709.3577093,1406,31/12/2016,622.0956071,315.8366637,TRUE,43,22/12/2016,139802,22/12/2016,73401,More Generous Investing,22/12/2016,944.5940234,877.1103467,177.8902537,Savings,TRUE,TRUE,5,01/12/2016,Active,22/12/2016,Active Client,0,842.1766683,751.3523693,807.3177535,,
44589.72212,618.4235533,1406,31/12/2016,403.2886331,472.9521753,TRUE,89,22/12/2016,90255,22/12/2016,123683,Wealth Comes in Many Forms,22/12/2016,905.9372833,143.9659682,522.0058662,Education,TRUE,TRUE,0,01/12/2016,Active,22/12/2016,Active Client,0,702.6060404,67.85743902,853.5121233,,
44589.72212,250.7493656,1406,31/12/2016,313.7506283,529.1564164,TRUE,32,22/12/2016,131830,22/12/2016,84578,More Generous Investing,22/12/2016,2.403338545,644.7798652,703.9252007,FinancialPlan,TRUE,TRUE,0,01/12/2016,Active,22/12/2016,Active Client,0,626.0957204,264.5664568,58.21257045,,
44589.72212,424.2751587,1406,31/12/2016,19.6069244,813.2579298,TRUE,60,22/12/2016,69512,22/12/2016,130772,Now Prove It,22/12/2016,333.2381839,480.6174114,631.7670366,RetirementBasic,TRUE,TRUE,1,01/12/2016,Active,22/12/2016,Active Client,0,614.477822,987.3147814,808.3456215,,
13719.19894,59.64162485,1407,31/07/2018,445.7791576,425.6667836,TRUE,12,24/07/2018,116336,24/07/2018,92394,Now Prove It,24/07/2018,164.3899094,652.4700898,74.50346116,RetirementBrokerage,TRUE,TRUE,0,01/07/2018,Active,24/07/2018,Active Client,0,701.2138914,442.4568772,286.0008479,,
13719.19894,948.1362807,1407,31/07/2018,135.455163,814.175565,TRUE,126,24/07/2018,120742,24/07/2018,89557,Now Prove It,24/07/2018,998.5400912,808.9838272,574.0892991,RetirementPlan,TRUE,TRUE,0,01/07/2018,Active,24/07/2018,Active Client,0,702.5713666,946.1819242,549.0540439,,
13719.19894,59.64716012,1407,31/07/2018,192.6541373,250.6241086,TRUE,121,,100630,,102515,,16/09/2018,809.8176321,689.9386251,12.41254238,ManagedPortfolio,TRUE,FALSE,5,01/07/2018,Inactive,24/07/2018,Inactive Client,0,148.5492611,932.7443427,565.7147072,,
13719.19894,706.3499628,1407,31/07/2018,448.3209319,995.7205471,TRUE,92,24/07/2018,73074,24/07/2018,105678,A Loan With A View,24/07/2018,841.2777199,474.2709408,881.9139598,RetirementBasic,TRUE,TRUE,1,01/07/2018,Active,24/07/2018,Active Client,0,883.3241037,411.0755019,501.2588801,,
9571.403491,769.6092305,1408,31/03/2017,810.603727,973.1430247,TRUE,66,13/03/2017,71532,13/03/2017,138582,Wealth Comes in Many Forms,13/03/2017,571.4511751,313.0287019,320.1701212,Cash,TRUE,TRUE,5,01/03/2017,Active,13/03/2017,Active Client,0,582.9925243,551.3374603,510.6695119,,
9571.403491,225.1104385,1408,31/03/2017,304.2274641,638.9756673,TRUE,139,13/03/2017,110560,13/03/2017,92593,The Best Things in Life Are Not Fees,13/03/2017,482.1968961,420.9486232,113.2234755,Brokerage,TRUE,TRUE,1,01/03/2017,Active,13/03/2017,Active Client,0,765.4569327,316.0608039,370.0196352,,
9571.403491,46.86731129,1408,31/03/2017,54.78410939,953.1636642,FALSE,0,,117505,,92088,,20/03/2017,472.713152,926.8473617,913.1869608,Savings,TRUE,FALSE,3,01/03/2017,Inactive,13/03/2017,Inactive Client,0,643.2998844,528.101088,805.3309927,,
9571.403491,458.4777062,1408,31/03/2017,292.3291785,146.7008541,FALSE,0,,66779,,125763,,19/04/2017,957.9130164,656.9898571,855.455556,Education,TRUE,FALSE,3,01/03/2017,Inactive,13/03/2017,Inactive Client,0,163.1867689,569.5842698,349.169774,,
50.34595745,853.55951,1409,30/09/2018,607.9884397,322.8818656,TRUE,6,23/09/2016,127608,23/09/2016,47314,More Generous Investing,23/09/2016,881.5068341,558.8550275,159.5547087,Savings,TRUE,TRUE,0,01/09/2018,Active,23/09/2018,Active Client,0,400.8952136,528.2248216,730.0900027,,
50.34595745,603.8188013,1409,30/09/2018,523.8871323,293.157782,TRUE,138,,95652,,63475,,21/01/2017,256.36676,912.9633166,223.7743409,Education,TRUE,FALSE,1,01/09/2018,Inactive,23/09/2018,Inactive Client,0,900.6774082,50.83457399,82.96272208,,
50.34595745,989.1631538,1409,30/09/2018,497.2966713,768.414825,TRUE,108,23/09/2016,105371,23/09/2016,133786,A Loan With A View,23/09/2016,525.491557,648.1588901,854.7363629,FinancialPlan,TRUE,TRUE,0,01/09/2018,Active,23/09/2018,Active Client,0,154.6965693,791.6109719,486.6922878,,
50.34595745,683.2747248,1409,30/09/2018,962.7584417,68.04967035,TRUE,143,,78136,,105956,,02/10/2016,683.0735535,34.67538326,352.3082025,RetirementBrokerage,TRUE,FALSE,3,01/09/2018,Inactive,23/09/2018,Inactive Client,0,390.272833,1.201619634,266.0349637,,
50.34595745,305.2116241,1409,30/09/2018,666.3042434,448.2282912,FALSE,0,,62836,,56687,,23/10/2016,558.5692466,465.3137633,211.8103758,RetirementPlan,TRUE,FALSE,4,01/09/2018,Inactive,23/09/2018,Inactive Client,0,763.0176974,618.3087218,635.2528924,,
50.34595745,634.3311449,1409,30/09/2018,622.9584559,132.280361,FALSE,0,,144205,,106160,,24/11/2017,486.1472004,824.9736611,199.0301967,ManagedPortfolio,TRUE,FALSE,5,01/09/2018,Inactive,23/09/2018,Inactive Client,0,326.095492,383.5204233,286.4914969,,
50.34595745,88.78467245,1409,30/09/2018,868.9155885,726.2768979,TRUE,95,23/09/2016,138751,23/09/2016,83628,The Best Things in Life Are Not Fees,23/09/2016,871.9086673,364.7060049,295.8623584,RetirementBasic,TRUE,TRUE,3,01/09/2018,Active,23/09/2018,Active Client,0,999.14587,92.6244987,62.0675059,,
82891.15194,695.3890184,1410,30/04/2016,3.416580917,701.837986,FALSE,0,,130157,,134932,,28/09/2017,2.231805919,366.0267184,28.72478615,Cash,TRUE,FALSE,0,01/04/2016,Inactive,10/04/2016,Inactive Client,0,7.765285082,563.2118125,224.7632172,,
82891.15194,745.9334111,1410,30/04/2016,272.5258906,408.0259777,TRUE,140,,83590,,114399,,09/06/2018,494.7961996,852.4897328,628.4086608,Brokerage,TRUE,FALSE,0,01/04/2016,Inactive,10/04/2016,Inactive Client,0,926.6979565,778.0218688,283.9479595,,
82891.15194,172.4292939,1410,30/04/2016,591.5703104,891.2656446,FALSE,0,,138387,,104512,,25/03/2018,711.5382933,253.350996,455.261765,Savings,TRUE,FALSE,1,01/04/2016,Inactive,10/04/2016,Inactive Client,0,526.458378,917.8971519,885.4164826,,
82891.15194,491.986753,1410,30/04/2016,520.1550276,954.3403842,FALSE,0,,114435,,113253,,27/04/2017,796.0359745,539.0168453,293.4493722,Education,TRUE,FALSE,4,01/04/2016,Inactive,10/04/2016,Inactive Client,0,738.3496186,105.9234286,837.965421,,
